Id,Name,Type,Property,VectorableProperty
1327,Cells_Mean_Smallbodipyobjects_Correlation_Overlap_Dna_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation Overlap Dna Bodipy
1328,Cells_Mean_Smallbodipyobjects_Areashape_Meanradius,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Areashape Meanradius
1329,Cells_Mean_Smallbodipyobjects_Areashape_Maximumradius,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Areashape Maximumradius
1330,Cells_Mean_Smallbodipyobjects_Areashape_Compactness,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Areashape Compactness
1331,Cells_Mean_Smallbodipyobjects_Correlation_Overlap_Agp_Dna,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation Overlap Agp Dna
1332,Cells_Mean_Smallbodipyobjects_Correlation_Overlap_Dna_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation Overlap Dna Mito
1333,Cells_Mean_Smallbodipyobjects_Areashape_Eccentricity,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Areashape Eccentricity
1334,Cells_Mean_Smallbodipyobjects_Correlation_Correlation_Agp_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation Correlation Agp Bodipy
1335,Cells_Mean_Smallbodipyobjects_Correlation_Correlation_Agp_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation Correlation Agp Mito
1336,Cells_Mean_Smallbodipyobjects_Correlation_K_Bodipy_Dna,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation K Bodipy Dna
1337,Cells_Mean_Smallbodipyobjects_Correlation_K_Bodipy_Mito,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Correlation K Bodipy Mito
1338,Cells_Mean_Smallbodipyobjects_Granularity_1_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 1 Bodipy
1339,Cells_Mean_Smallbodipyobjects_Granularity_12_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 12 Bodipy
1340,Cells_Mean_Smallbodipyobjects_Granularity_13_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 13 Bodipy
1341,Cells_Mean_Smallbodipyobjects_Granularity_3_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 3 Bodipy
1342,Cells_Mean_Smallbodipyobjects_Granularity_4_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 4 Bodipy
1343,Cells_Mean_Smallbodipyobjects_Granularity_5_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 5 Bodipy
1344,Cells_Mean_Smallbodipyobjects_Granularity_9_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 9 Bodipy
1345,Cells_Mean_Smallbodipyobjects_Granularity_8_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Granularity 8 Bodipy
1346,Cells_Mean_Smallbodipyobjects_Intensity_Integratedintensity_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Intensity Integratedintensity Bodipy
1347,Cells_Mean_Smallbodipyobjects_Intensity_Integratedintensityedge_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Mean Smallbodipyobjects Intensity Integratedintensityedge Bodipy
1348,Cells_Neighbors_Anglebetweenneighbors_Adjacent,LipocyteProfiler_Feature,Compartmental,Cells Neighbors Anglebetweenneighbors Adjacent
1349,Nuclei_Neighbors_Anglebetweenneighbors_2,LipocyteProfiler_Feature,Compartmental,Nuclei Neighbors Anglebetweenneighbors 2
1350,Cells_Neighbors_Anglebetweenneighbors_10,LipocyteProfiler_Feature,Compartmental,Cells Neighbors Anglebetweenneighbors 10
1351,Cells_Radialdistribution_Meanfrac_Bodipy_4Of4,LipocyteProfiler_Feature,Lipid,Cells Radialdistribution Meanfrac Bodipy 4Of4
1352,Cells_Radialdistribution_Meanfrac_Bodipy_3Of4,LipocyteProfiler_Feature,Lipid,Cells Radialdistribution Meanfrac Bodipy 3Of4
1353,Cells_Radialdistribution_Radialcv_Dna_1Of4,LipocyteProfiler_Feature,DNA,Cells Radialdistribution Radialcv Dna 1Of4
1354,Cells_Radialdistribution_Radialcv_Dna_3Of4,LipocyteProfiler_Feature,DNA,Cells Radialdistribution Radialcv Dna 3Of4
1355,Cells_Radialdistribution_Radialcv_Dna_2Of4,LipocyteProfiler_Feature,DNA,Cells Radialdistribution Radialcv Dna 2Of4
1356,Cells_Texture_Angularsecondmoment_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 5 01
1357,Cells_Texture_Angularsecondmoment_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 10 02
1358,Cells_Texture_Angularsecondmoment_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 20 03
1359,Cells_Texture_Angularsecondmoment_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 20 00
1360,Cells_Texture_Angularsecondmoment_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 10 00
1361,Cells_Texture_Angularsecondmoment_Dna_10_03,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 10 03
1362,Cells_Texture_Angularsecondmoment_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 20 02
1363,Cells_Texture_Angularsecondmoment_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 5 00
1364,Cells_Texture_Angularsecondmoment_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 10 01
1365,Cells_Texture_Angularsecondmoment_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 20 01
1366,Cells_Texture_Angularsecondmoment_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Angularsecondmoment Dna 5 03
1367,Cytoplasm_Texture_Angularsecondmoment_Mito_5_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Angularsecondmoment Mito 5 02
1368,Cells_Texture_Angularsecondmoment_Mito_5_02,LipocyteProfiler_Feature,Mito,Cells Texture Angularsecondmoment Mito 5 02
1369,Cytoplasm_Texture_Angularsecondmoment_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Angularsecondmoment Mito 5 01
1370,Cells_Texture_Angularsecondmoment_Mito_5_00,LipocyteProfiler_Feature,Mito,Cells Texture Angularsecondmoment Mito 5 00
1371,Cells_Texture_Correlation_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 20 02
1372,Cells_Texture_Correlation_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 20 03
1373,Cells_Texture_Correlation_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 20 01
1374,Cells_Texture_Correlation_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 20 00
1375,Cells_Texture_Correlation_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 5 00
1376,Cells_Texture_Correlation_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 5 03
1377,Cells_Texture_Correlation_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 5 02
1378,Cells_Texture_Correlation_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Correlation Dna 5 01
1379,Cells_Texture_Inversedifferencemoment_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 5 01
1380,Cells_Texture_Inversedifferencemoment_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 10 00
1381,Cells_Texture_Inversedifferencemoment_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 10 01
1382,Cells_Texture_Sumentropy_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 5 00
1383,Cells_Texture_Inversedifferencemoment_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 5 00
1384,Cells_Texture_Inversedifferencemoment_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 5 02
1385,Cells_Texture_Sumentropy_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 5 03
1386,Cells_Texture_Entropy_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 20 03
1387,Cells_Texture_Entropy_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 5 00
1388,Cells_Texture_Sumentropy_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 5 01
1389,Cells_Texture_Inversedifferencemoment_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 20 02
1390,Cells_Texture_Sumentropy_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 5 02
1391,Cells_Texture_Inversedifferencemoment_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 10 02
1392,Cells_Texture_Inversedifferencemoment_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 5 03
1393,Cells_Texture_Entropy_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 5 01
1394,Cells_Texture_Inversedifferencemoment_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 20 03
1395,Cells_Texture_Sumentropy_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 10 00
1396,Cells_Texture_Entropy_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 20 01
1397,Cells_Texture_Inversedifferencemoment_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 20 00
1398,Cells_Texture_Entropy_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 20 02
1399,Cells_Texture_Entropy_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 5 02
1400,Cells_Texture_Entropy_Dna_10_03,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 10 03
1401,Cells_Texture_Inversedifferencemoment_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Inversedifferencemoment Dna 20 01
1402,Cells_Texture_Sumentropy_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 10 02
1403,Cells_Texture_Entropy_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 10 02
1404,Cells_Texture_Entropy_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 20 00
1405,Cells_Texture_Entropy_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 10 00
1406,Cells_Texture_Entropy_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 10 01
1407,Cells_Texture_Sumentropy_Dna_10_03,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 10 03
1408,Cells_Texture_Entropy_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Entropy Dna 5 03
1409,Cells_Texture_Sumentropy_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 10 01
1410,Cells_Texture_Infomeas1_Dna_10_03,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 10 03
1411,Cells_Texture_Infomeas1_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 20 02
1412,Cells_Texture_Infomeas1_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 20 00
1413,Cells_Texture_Infomeas1_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 10 00
1414,Cells_Texture_Infomeas1_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 10 01
1415,Cells_Texture_Infomeas1_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 10 02
1416,Cells_Texture_Infomeas1_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 5 03
1417,Cells_Texture_Infomeas1_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 5 00
1418,Cells_Texture_Infomeas1_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 5 02
1419,Cells_Texture_Infomeas1_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Infomeas1 Dna 5 01
1420,Cytoplasm_Texture_Inversedifferencemoment_Mito_20_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 20 01
1421,Cells_Texture_Inversedifferencemoment_Mito_20_02,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 20 02
1422,Cells_Texture_Inversedifferencemoment_Mito_20_01,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 20 01
1423,Cells_Texture_Inversedifferencemoment_Mito_20_00,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 20 00
1424,Cytoplasm_Texture_Inversedifferencemoment_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 5 01
1425,Cells_Texture_Inversedifferencemoment_Mito_5_02,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 5 02
1426,Cells_Texture_Inversedifferencemoment_Mito_5_03,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 5 03
1427,Cells_Texture_Inversedifferencemoment_Mito_20_03,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 20 03
1428,Cytoplasm_Texture_Inversedifferencemoment_Mito_5_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 5 02
1429,Cytoplasm_Texture_Inversedifferencemoment_Mito_10_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 10 01
1430,Cells_Texture_Inversedifferencemoment_Mito_10_03,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 10 03
1431,Cells_Texture_Inversedifferencemoment_Mito_10_01,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 10 01
1432,Cytoplasm_Texture_Inversedifferencemoment_Mito_20_00,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 20 00
1433,Cytoplasm_Texture_Inversedifferencemoment_Mito_20_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 20 03
1434,Cytoplasm_Texture_Inversedifferencemoment_Mito_10_00,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 10 00
1435,Cytoplasm_Texture_Inversedifferencemoment_Mito_10_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 10 03
1436,Cells_Texture_Inversedifferencemoment_Mito_10_02,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 10 02
1437,Cytoplasm_Texture_Inversedifferencemoment_Mito_10_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 10 02
1438,Cells_Texture_Inversedifferencemoment_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 10 00
1439,Cytoplasm_Texture_Inversedifferencemoment_Mito_20_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 20 02
1440,Cells_Texture_Inversedifferencemoment_Mito_5_00,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 5 00
1441,Cytoplasm_Texture_Inversedifferencemoment_Mito_5_00,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 5 00
1442,Cells_Texture_Inversedifferencemoment_Mito_5_01,LipocyteProfiler_Feature,Mito,Cells Texture Inversedifferencemoment Mito 5 01
1443,Cytoplasm_Texture_Inversedifferencemoment_Mito_5_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Inversedifferencemoment Mito 5 03
1444,Cytoplasm_Areashape_Formfactor,LipocyteProfiler_Feature,Compartmental,Cytoplasm Areashape Formfactor
1445,Cytoplasm_Radialdistribution_Fracatd_Bodipy_2Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Fracatd Bodipy 2Of4
1446,Cytoplasm_Radialdistribution_Fracatd_Bodipy_3Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Fracatd Bodipy 3Of4
1447,Cytoplasm_Radialdistribution_Fracatd_Bodipy_4Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Fracatd Bodipy 4Of4
1448,Cytoplasm_Radialdistribution_Fracatd_Bodipy_1Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Fracatd Bodipy 1Of4
1449,Cytoplasm_Radialdistribution_Meanfrac_Agp_2Of4,LipocyteProfiler_Feature,AGP,Cytoplasm Radialdistribution Meanfrac Agp 2Of4
1450,Cytoplasm_Radialdistribution_Meanfrac_Agp_1Of4,LipocyteProfiler_Feature,AGP,Cytoplasm Radialdistribution Meanfrac Agp 1Of4
1451,Cytoplasm_Radialdistribution_Meanfrac_Agp_3Of4,LipocyteProfiler_Feature,AGP,Cytoplasm Radialdistribution Meanfrac Agp 3Of4
1452,Cytoplasm_Radialdistribution_Meanfrac_Agp_4Of4,LipocyteProfiler_Feature,AGP,Cytoplasm Radialdistribution Meanfrac Agp 4Of4
1453,Cytoplasm_Radialdistribution_Meanfrac_Bodipy_3Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Meanfrac Bodipy 3Of4
1454,Cytoplasm_Radialdistribution_Meanfrac_Bodipy_2Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Meanfrac Bodipy 2Of4
1455,Cytoplasm_Radialdistribution_Meanfrac_Bodipy_1Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Meanfrac Bodipy 1Of4
1456,Cytoplasm_Radialdistribution_Meanfrac_Bodipy_4Of4,LipocyteProfiler_Feature,Lipid,Cytoplasm Radialdistribution Meanfrac Bodipy 4Of4
1457,Cytoplasm_Texture_Correlation_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Correlation Bodipy 5 00
1458,Cytoplasm_Texture_Correlation_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Correlation Bodipy 5 02
1459,Nuclei_Areashape_Minferetdiameter,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Minferetdiameter
1460,Nuclei_Areashape_Minoraxislength,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Minoraxislength
1461,Nuclei_Areashape_Eccentricity,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Eccentricity
1462,Nuclei_Areashape_Maxferetdiameter,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Maxferetdiameter
1463,Nuclei_Areashape_Majoraxislength,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Majoraxislength
1464,Nuclei_Areashape_Perimeter,LipocyteProfiler_Feature,Compartmental,Nuclei Areashape Perimeter
1465,Nuclei_Correlation_Correlation_Agp_Dna,LipocyteProfiler_Feature,AGP,Nuclei Correlation Correlation Agp Dna
1466,Nuclei_Granularity_4_Bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Granularity 4 Bodipy
1467,Nuclei_Granularity_5_Dna,LipocyteProfiler_Feature,DNA,Nuclei Granularity 5 Dna
1468,Nuclei_Granularity_7_Dna,LipocyteProfiler_Feature,DNA,Nuclei Granularity 7 Dna
1469,Nuclei_Intensity_Maxintensityedge_Dna,LipocyteProfiler_Feature,DNA,Nuclei Intensity Maxintensityedge Dna
1470,Nuclei_Intensity_Integratedintensityedge_Dna,LipocyteProfiler_Feature,DNA,Nuclei Intensity Integratedintensityedge Dna
1471,Nuclei_Intensity_Massdisplacement_Agp,LipocyteProfiler_Feature,AGP,Nuclei Intensity Massdisplacement Agp
1472,Nuclei_Radialdistribution_Fracatd_Agp_1Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Fracatd Agp 1Of4
1473,Nuclei_Radialdistribution_Fracatd_Mito_1Of4,LipocyteProfiler_Feature,Mito,Nuclei Radialdistribution Fracatd Mito 1Of4
1474,Nuclei_Radialdistribution_Fracatd_Bodipy_1Of4,LipocyteProfiler_Feature,Lipid,Nuclei Radialdistribution Fracatd Bodipy 1Of4
1475,Nuclei_Radialdistribution_Fracatd_Bodipy_2Of4,LipocyteProfiler_Feature,Lipid,Nuclei Radialdistribution Fracatd Bodipy 2Of4
1476,Nuclei_Radialdistribution_Fracatd_Dna_1Of4,LipocyteProfiler_Feature,DNA,Nuclei Radialdistribution Fracatd Dna 1Of4
1477,Nuclei_Radialdistribution_Meanfrac_Agp_1Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Meanfrac Agp 1Of4
1478,Nuclei_Radialdistribution_Meanfrac_Agp_3Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Meanfrac Agp 3Of4
1480,Nuclei_Radialdistribution_Meanfrac_Agp_4Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Meanfrac Agp 4Of4
1481,Nuclei_Radialdistribution_Meanfrac_Dna_1Of4,LipocyteProfiler_Feature,DNA,Nuclei Radialdistribution Meanfrac Dna 1Of4
1482,Nuclei_Radialdistribution_Meanfrac_Dna_4Of4,LipocyteProfiler_Feature,DNA,Nuclei Radialdistribution Meanfrac Dna 4Of4
1483,Nuclei_Radialdistribution_Meanfrac_Dna_2Of4,LipocyteProfiler_Feature,DNA,Nuclei Radialdistribution Meanfrac Dna 2Of4
1484,Nuclei_Radialdistribution_Meanfrac_Dna_3Of4,LipocyteProfiler_Feature,DNA,Nuclei Radialdistribution Meanfrac Dna 3Of4
1485,Nuclei_Radialdistribution_Radialcv_Agp_3Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Radialcv Agp 3Of4
1486,Nuclei_Radialdistribution_Radialcv_Agp_2Of4,LipocyteProfiler_Feature,AGP,Nuclei Radialdistribution Radialcv Agp 2Of4
1487,Nuclei_Texture_Correlation_Agp_10_03,LipocyteProfiler_Feature,AGP,Nuclei Texture Correlation Agp 10 03
1488,Nuclei_Texture_Correlation_Agp_5_02,LipocyteProfiler_Feature,AGP,Nuclei Texture Correlation Agp 5 02
1489,Nuclei_Texture_Correlation_Agp_5_03,LipocyteProfiler_Feature,AGP,Nuclei Texture Correlation Agp 5 03
1490,Nuclei_Texture_Correlation_Agp_5_01,LipocyteProfiler_Feature,AGP,Nuclei Texture Correlation Agp 5 01
1491,Nuclei_Texture_Correlation_Agp_5_00,LipocyteProfiler_Feature,AGP,Nuclei Texture Correlation Agp 5 00
1492,Nuclei_Texture_Correlation_Dna_10_01,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 10 01
1493,Nuclei_Texture_Correlation_Dna_10_03,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 10 03
1494,Nuclei_Texture_Correlation_Dna_20_03,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 20 03
1495,Nuclei_Texture_Correlation_Dna_20_02,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 20 02
1496,Nuclei_Texture_Correlation_Dna_20_01,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 20 01
1497,Nuclei_Texture_Correlation_Dna_20_00,LipocyteProfiler_Feature,DNA,Nuclei Texture Correlation Dna 20 00
1498,Nuclei_Texture_Correlation_Mito_20_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Correlation Mito 20 01
1499,Nuclei_Texture_Correlation_Mito_20_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Correlation Mito 20 03
1500,Nuclei_Texture_Infomeas1_Agp_5_00,LipocyteProfiler_Feature,AGP,Nuclei Texture Infomeas1 Agp 5 00
1501,Nuclei_Texture_Infomeas1_Agp_5_02,LipocyteProfiler_Feature,AGP,Nuclei Texture Infomeas1 Agp 5 02
1502,Nuclei_Texture_Infomeas1_Agp_5_01,LipocyteProfiler_Feature,AGP,Nuclei Texture Infomeas1 Agp 5 01
1503,Nuclei_Texture_Infomeas1_Agp_5_03,LipocyteProfiler_Feature,AGP,Nuclei Texture Infomeas1 Agp 5 03
1504,Nuclei_Texture_Infomeas1_Dna_20_03,LipocyteProfiler_Feature,DNA,Nuclei Texture Infomeas1 Dna 20 03
1505,Nuclei_Texture_Infomeas1_Dna_20_01,LipocyteProfiler_Feature,DNA,Nuclei Texture Infomeas1 Dna 20 01
1506,Nuclei_Texture_Infomeas1_Dna_20_00,LipocyteProfiler_Feature,DNA,Nuclei Texture Infomeas1 Dna 20 00
1507,Nuclei_Texture_Infomeas1_Dna_20_02,LipocyteProfiler_Feature,DNA,Nuclei Texture Infomeas1 Dna 20 02
1508,Nuclei_Texture_Inversedifferencemoment_Agp_20_03,LipocyteProfiler_Feature,AGP,Nuclei Texture Inversedifferencemoment Agp 20 03
1509,Nuclei_Texture_Inversedifferencemoment_Agp_20_02,LipocyteProfiler_Feature,AGP,Nuclei Texture Inversedifferencemoment Agp 20 02
1510,Nuclei_Texture_Inversedifferencemoment_Agp_20_01,LipocyteProfiler_Feature,AGP,Nuclei Texture Inversedifferencemoment Agp 20 01
1511,Nuclei_Texture_Inversedifferencemoment_Agp_20_00,LipocyteProfiler_Feature,AGP,Nuclei Texture Inversedifferencemoment Agp 20 00
1512,Cytoplasm_Areashape_Eccentricity,LipocyteProfiler_Feature,Compartmental,Cytoplasm Areashape Eccentricity
1513,Cells_Areashape_Eccentricity,LipocyteProfiler_Feature,Compartmental,Cells Areashape Eccentricity
1514,Cells_Correlation_Correlation_Agp_Mito,LipocyteProfiler_Feature,Mito,Cells Correlation Correlation Agp Mito
1515,Cytoplasm_Correlation_Correlation_Agp_Mito,LipocyteProfiler_Feature,Mito,Cytoplasm Correlation Correlation Agp Mito
1516,Nuclei_Correlation_Correlation_Dna_Bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Correlation Correlation Dna Bodipy
1517,Nuclei_Granularity_13_Agp,LipocyteProfiler_Feature,AGP,Nuclei Granularity 13 Agp
1518,Nuclei_Granularity_12_Agp,LipocyteProfiler_Feature,AGP,Nuclei Granularity 12 Agp
1519,Nuclei_Granularity_11_Agp,LipocyteProfiler_Feature,AGP,Nuclei Granularity 11 Agp
1520,Cells_Granularity_12_Agp,LipocyteProfiler_Feature,AGP,Cells Granularity 12 Agp
1521,Cytoplasm_Granularity_12_Agp,LipocyteProfiler_Feature,AGP,Cytoplasm Granularity 12 Agp
1522,Nuclei_Granularity_16_Bodipy,LipocyteProfiler_Feature,Lipid,Nuclei Granularity 16 Bodipy
1523,Cells_Granularity_16_Bodipy,LipocyteProfiler_Feature,Lipid,Cells Granularity 16 Bodipy
1524,Cytoplasm_Granularity_16_Bodipy,LipocyteProfiler_Feature,Lipid,Cytoplasm Granularity 16 Bodipy
