FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
7,3860,sigma receptor agonist|sigma receptor antagonist,MoA,Preclinical
633,3860,sigma receptor agonist|sigma receptor antagonist,MoA,Preclinical
11,3861,serotonin receptor agonist,MoA,Preclinical
12,3861,serotonin receptor agonist,MoA,Preclinical
13,3861,serotonin receptor agonist,MoA,Preclinical
153,3862,glutamate receptor antagonist,MoA,Preclinical
153,3863,glutamate receptor antagonist,MoA,Preclinical
154,3863,glutamate receptor antagonist,MoA,Preclinical
155,3863,glutamate receptor antagonist,MoA,Preclinical
156,3863,glutamate receptor antagonist,MoA,Preclinical
157,3863,glutamate receptor antagonist,MoA,Preclinical
28,3864,tachykinin antagonist,MoA,Preclinical
78,3864,tachykinin antagonist,MoA,Preclinical
28,3865,tachykinin antagonist,MoA,Preclinical
8,3866,dopamine receptor antagonist,MoA,Preclinical
9,3866,dopamine receptor antagonist,MoA,Preclinical
444,3866,dopamine receptor antagonist,MoA,Preclinical
446,3866,dopamine receptor antagonist,MoA,Preclinical
6,3867,dopamine receptor antagonist,MoA,Preclinical
7,3867,dopamine receptor antagonist,MoA,Preclinical
8,3867,dopamine receptor antagonist,MoA,Preclinical
9,3867,dopamine receptor antagonist,MoA,Preclinical
11,3867,dopamine receptor antagonist,MoA,Preclinical
14,3867,dopamine receptor antagonist,MoA,Preclinical
624,3867,dopamine receptor antagonist,MoA,Preclinical
625,3867,dopamine receptor antagonist,MoA,Preclinical
165,3868,adrenergic receptor agonist,MoA,Preclinical
417,3868,adrenergic receptor agonist,MoA,Preclinical
567,3868,adrenergic receptor agonist,MoA,Preclinical
28,3869,tachykinin antagonist,MoA,Preclinical
815,3870,farnesyltransferase inhibitor,MoA,Phase 1
3871,3870,farnesyltransferase inhibitor,MoA,Phase 1
3872,3870,farnesyltransferase inhibitor,MoA,Phase 1
396,3873,prostanoid receptor antagonist,MoA,Preclinical
79,3874,GABA receptor partial agonist,MoA,Preclinical
140,3874,GABA receptor partial agonist,MoA,Preclinical
141,3874,GABA receptor partial agonist,MoA,Preclinical
142,3874,GABA receptor partial agonist,MoA,Preclinical
3883,3884,immunosuppressant,MoA,Phase 3
631,3886,tropomyosin receptor kinase inhibitor,MoA,Launched
632,3886,tropomyosin receptor kinase inhibitor,MoA,Launched
2698,3886,tropomyosin receptor kinase inhibitor,MoA,Launched
97,3889,glutamate receptor antagonist,MoA,Phase 3
624,3889,glutamate receptor antagonist,MoA,Phase 3
3890,3891,actin polymerization inhibitor,MoA,Phase 1
3892,3891,actin polymerization inhibitor,MoA,Phase 1
3893,3891,actin polymerization inhibitor,MoA,Phase 1
3894,3895,bacterial permeability inducer,MoA,Phase 3
3896,3895,bacterial permeability inducer,MoA,Phase 3
891,3895,bacterial permeability inducer,MoA,Phase 3
3897,3895,bacterial permeability inducer,MoA,Phase 3
2443,3895,bacterial permeability inducer,MoA,Phase 3
2242,3895,bacterial permeability inducer,MoA,Phase 3
1248,3898,monoamine oxidase inhibitor,MoA,Phase 3
1015,3899,XIAP inhibitor,MoA,Phase 2
1018,3899,XIAP inhibitor,MoA,Phase 2
63,3900,diacylglycerol O acyltransferase inhibitor,MoA,Phase 3
1329,3901,protein tyrosine kinase inhibitor,MoA,Preclinical
1331,3901,protein tyrosine kinase inhibitor,MoA,Preclinical
1333,3901,protein tyrosine kinase inhibitor,MoA,Preclinical
1777,3902,haspin kinase inhibitor,MoA,Preclinical
301,3903,bone morphogenic protein inhibitor,MoA,Preclinical
303,3903,bone morphogenic protein inhibitor,MoA,Preclinical
3904,3903,bone morphogenic protein inhibitor,MoA,Preclinical
3125,3905,tissue transglutaminase inhibitor,MoA,Preclinical
303,3906,bone morphogenic protein inhibitor,MoA,Preclinical
2537,3906,bone morphogenic protein inhibitor,MoA,Preclinical
118,3907,retinoid receptor agonist,MoA,Preclinical
241,3909,orexin receptor antagonist,MoA,Launched
243,3909,orexin receptor antagonist,MoA,Launched
77,3913,serotonin receptor antagonist,MoA,Phase 3
128,3916,FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor,MoA,Phase 3
631,3916,FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor,MoA,Phase 3
2518,3918,nitric oxide production inhibitor|tau aggregation inhibitor,MoA,Phase 3
3922,3923,acetylcholine receptor agonist,MoA,Withdrawn
2301,3924,potassium channel activator,MoA,Phase 3
73,3927,acetylcholine receptor antagonist,MoA,Launched
97,3942,histamine receptor antagonist,MoA,Phase 2
134,3950,Bruton's tyrosine kinase (BTK) inhibitor,MoA,Preclinical
2797,3951,porcupine inhibitor,MoA,Phase 2
2253,3952,casein kinase inhibitor,MoA,Preclinical
596,3953,cytochrome P450 inhibitor,MoA,Phase 2/Phase 3
3954,3953,cytochrome P450 inhibitor,MoA,Phase 2/Phase 3
167,3955,voltage-gated sodium channel blocker,MoA,Phase 3
1280,3956,topoisomerase inhibitor,MoA,Phase 3
403,3957,cyclooxygenase inhibitor|lipoxygenase inhibitor,MoA,Phase 3
610,3957,cyclooxygenase inhibitor|lipoxygenase inhibitor,MoA,Phase 3
171,3957,cyclooxygenase inhibitor|lipoxygenase inhibitor,MoA,Phase 3
672,3960,tumor necrosis factor production inhibitor,MoA,Preclinical
2261,3962,LIM kinase inhibitor,MoA,Preclinical
937,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
126,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
939,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
128,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
940,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
244,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
129,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
131,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
741,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
246,3968,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
1312,3969,oxidative stress inducer,MoA,Phase 3
483,3969,oxidative stress inducer,MoA,Phase 3
389,3969,oxidative stress inducer,MoA,Phase 3
3896,3969,oxidative stress inducer,MoA,Phase 3
2282,3969,oxidative stress inducer,MoA,Phase 3
200,3969,oxidative stress inducer,MoA,Phase 3
694,3969,oxidative stress inducer,MoA,Phase 3
629,3970,potassium channel blocker,MoA,Phase 3
630,3970,potassium channel blocker,MoA,Phase 3
1191,3970,potassium channel blocker,MoA,Phase 3
2303,3970,potassium channel blocker,MoA,Phase 3
364,3971,IGF-1 inhibitor,MoA,Phase 3
1672,3971,IGF-1 inhibitor,MoA,Phase 3
3972,3971,IGF-1 inhibitor,MoA,Phase 3
1215,3980,FXR antagonist|vitamin D receptor agonist,MoA,Preclinical
1718,3980,FXR antagonist|vitamin D receptor agonist,MoA,Preclinical
1923,3980,FXR antagonist|vitamin D receptor agonist,MoA,Preclinical
441,3980,FXR antagonist|vitamin D receptor agonist,MoA,Preclinical
821,3981,kinesin-like spindle protein inhibitor,MoA,Phase 2
904,3982,vasopressin receptor antagonist,MoA,Phase 3
632,3983,tropomyosin receptor kinase inhibitor,MoA,Preclinical
3984,3985,survival motor neuron protein modulator,MoA,Phase 1/Phase 2
1145,3986,HDAC inhibitor,MoA,Preclinical
1146,3986,HDAC inhibitor,MoA,Preclinical
3987,3988,neurotrophic agent,MoA,Phase 1
3763,3991,O6-alkylguanine-DNA alkyltransferase inhibitor,MoA,Phase 2
3993,3994,glycinamide ribonucleotide formyltransferase inhibitor,MoA,Phase 2
815,3996,farnesyltransferase inhibitor,MoA,Phase 3
2867,3996,farnesyltransferase inhibitor,MoA,Phase 3
2379,3996,farnesyltransferase inhibitor,MoA,Phase 3
3997,3996,farnesyltransferase inhibitor,MoA,Phase 3
3121,3998,glucokinase inhibitor,MoA,Launched
145,4002,benzodiazepine receptor agonist,MoA,Phase 2
82,4002,benzodiazepine receptor agonist,MoA,Phase 2
79,4003,GABA receptor modulator,MoA,Phase 2
1183,4004,CCK receptor antagonist,MoA,Phase 1
1185,4004,CCK receptor antagonist,MoA,Phase 1
405,4008,p38 MAPK inhibitor,MoA,Phase 3
1623,4012,cysteine peptidase inhibitor,MoA,Preclinical
4014,4015,lysophosphatidic acid receptor antagonist,MoA,Preclinical
2232,4016,leucine rich repeat kinase inhibitor,MoA,Preclinical
160,4017,glutamate receptor positive allosteric modulator,MoA,Preclinical
4018,4019,leukocyte activator,MoA,Phase 2
3442,4019,leukocyte activator,MoA,Phase 2
275,4020,adenosine receptor antagonist,MoA,Phase 2
4022,4023,endonuclease inhibitor,MoA,Phase 2
230,4023,endonuclease inhibitor,MoA,Phase 2
232,4023,endonuclease inhibitor,MoA,Phase 2
1008,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
939,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
244,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
129,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
130,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
131,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
741,4024,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2
275,4025,adenosine receptor agonist,MoA,Preclinical
276,4025,adenosine receptor agonist,MoA,Preclinical
7,4027,dopamine receptor modulator|serotonin receptor antagonist,MoA,Launched
14,4027,dopamine receptor modulator|serotonin receptor antagonist,MoA,Launched
174,4029,cyclooxygenase inhibitor,MoA,Withdrawn
171,4029,cyclooxygenase inhibitor,MoA,Withdrawn
3452,4030,sodium channel blocker,MoA,Phase 1
230,4032,glucosidase inhibitor,MoA,Phase 2
387,4033,melatonin receptor antagonist,MoA,Preclinical
388,4033,melatonin receptor antagonist,MoA,Preclinical
696,4034,LXR agonist,MoA,Phase 1
3291,4034,LXR agonist,MoA,Phase 1
3293,4034,LXR agonist,MoA,Phase 1
1923,4034,LXR agonist,MoA,Phase 1
423,4034,LXR agonist,MoA,Phase 1
2880,4035,tryptophan hydroxylase inhibitor,MoA,Phase 2
4036,4037,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2
839,4037,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2
912,4037,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2
519,4038,cannabinoid receptor agonist,MoA,Preclinical
32,4040,glycogen synthase kinase inhibitor,MoA,Phase 2
2840,4041,TGF beta receptor inhibitor,MoA,Preclinical
3577,4041,TGF beta receptor inhibitor,MoA,Preclinical
1835,4042,glutamate receptor agonist,MoA,Phase 3
665,4043,glutamate receptor antagonist,MoA,Phase 1
663,4043,glutamate receptor antagonist,MoA,Phase 1
667,4043,glutamate receptor antagonist,MoA,Phase 1
668,4043,glutamate receptor antagonist,MoA,Phase 1
906,4043,glutamate receptor antagonist,MoA,Phase 1
2840,4044,TGF beta receptor inhibitor,MoA,Phase 2/Phase 3
528,4045,FAAH inhibitor|FAAH reuptake inhibitor,MoA,Preclinical
405,4046,p38 MAPK inhibitor,MoA,Phase 2
4018,4047,leukotriene receptor antagonist,MoA,Phase 2
1185,4048,CCK receptor antagonist,MoA,Preclinical
461,4049,glycine transporter inhibitor,MoA,Preclinical
696,4050,androgen receptor modulator,MoA,Phase 2
4018,4051,leukotriene receptor antagonist,MoA,Preclinical
3442,4051,leukotriene receptor antagonist,MoA,Preclinical
1285,4052,ribosomal protein inhibitor,MoA,Phase 1
1026,4053,CHK inhibitor,MoA,Phase 2
1026,4054,CHK inhibitor,MoA,Phase 2
3121,4055,glucokinase activator,MoA,Phase 2
15,4056,serotonin receptor antagonist,MoA,Preclinical
369,4057,JAK inhibitor,MoA,Phase 2
370,4057,JAK inhibitor,MoA,Phase 2
430,4058,MET inhibitor,MoA,Phase 2
979,4059,beta-secretase inhibitor,MoA,Phase 1
517,4060,CDK inhibitor,MoA,Preclinical
1008,4061,FGFR antagonist,MoA,Phase 1
350,4061,FGFR antagonist,MoA,Phase 1
351,4061,FGFR antagonist,MoA,Phase 1
1010,4061,FGFR antagonist,MoA,Phase 1
244,4061,FGFR antagonist,MoA,Phase 1
1185,4062,CCK receptor antagonist,MoA,Preclinical
979,4063,beta-secretase inhibitor,MoA,Phase 1/Phase 2
49,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1026,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
32,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1283,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
828,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
553,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
555,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
405,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
726,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
781,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
474,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
136,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
138,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
476,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
289,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1228,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1284,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1526,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
839,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1285,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1705,4064,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical
1256,4065,glutamate receptor agonist,MoA,Phase 1
1350,4066,cathepsin inhibitor,MoA,Phase 1
946,4067,RAF inhibitor,MoA,Phase 1
948,4067,RAF inhibitor,MoA,Phase 1
781,4068,mTOR inhibitor|PI3K inhibitor,MoA,Phase 2
3405,4069,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical
736,4069,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical
836,4069,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical
13,4070,serotonin receptor antagonist,MoA,Preclinical
519,4071,cannabinoid receptor antagonist,MoA,Preclinical
11,4072,serotonin receptor agonist,MoA,Preclinical
12,4072,serotonin receptor agonist,MoA,Preclinical
13,4072,serotonin receptor agonist,MoA,Preclinical
488,4072,serotonin receptor agonist,MoA,Preclinical
489,4072,serotonin receptor agonist,MoA,Preclinical
14,4072,serotonin receptor agonist,MoA,Preclinical
15,4072,serotonin receptor agonist,MoA,Preclinical
16,4072,serotonin receptor agonist,MoA,Preclinical
625,4072,serotonin receptor agonist,MoA,Preclinical
2840,4073,p38 MAPK inhibitor|TGF beta receptor inhibitor,MoA,Preclinical
12,4074,serotonin receptor antagonist,MoA,Preclinical
13,4074,serotonin receptor antagonist,MoA,Preclinical
14,4074,serotonin receptor antagonist,MoA,Preclinical
15,4074,serotonin receptor antagonist,MoA,Preclinical
665,4075,glutamate receptor positive allosteric modulator,MoA,Preclinical
663,4075,glutamate receptor positive allosteric modulator,MoA,Preclinical
667,4075,glutamate receptor positive allosteric modulator,MoA,Preclinical
668,4075,glutamate receptor positive allosteric modulator,MoA,Preclinical
2117,4076,glutamate receptor antagonist,MoA,Preclinical
77,4077,serotonin receptor agonist,MoA,Preclinical
957,4077,serotonin receptor agonist,MoA,Preclinical
2302,4078,ATP-sensitive potassium channel antagonist,MoA,Phase 2
944,4079,smoothened receptor antagonist,MoA,Preclinical
2164,4079,smoothened receptor antagonist,MoA,Preclinical
1335,4079,smoothened receptor antagonist,MoA,Preclinical
4080,4081,phospholipase activator,MoA,Preclinical
4082,4081,phospholipase activator,MoA,Preclinical
4083,4081,phospholipase activator,MoA,Preclinical
4084,4081,phospholipase activator,MoA,Preclinical
4085,4081,phospholipase activator,MoA,Preclinical
252,4086,HDAC inhibitor,MoA,Preclinical
79,4090,PPAR receptor agonist,MoA,Preclinical
200,4090,PPAR receptor agonist,MoA,Preclinical
262,4096,cytomegalovirus inhibitor|protein kinase inhibitor,MoA,Phase 3
766,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4098,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4099,4097,matrix metalloprotease inhibitor,MoA,Phase 3
197,4097,matrix metalloprotease inhibitor,MoA,Phase 3
767,4097,matrix metalloprotease inhibitor,MoA,Phase 3
2726,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4100,4097,matrix metalloprotease inhibitor,MoA,Phase 3
1111,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4101,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4102,4097,matrix metalloprotease inhibitor,MoA,Phase 3
1112,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4103,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4104,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4105,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4106,4097,matrix metalloprotease inhibitor,MoA,Phase 3
2885,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4107,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4108,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4109,4097,matrix metalloprotease inhibitor,MoA,Phase 3
1826,4097,matrix metalloprotease inhibitor,MoA,Phase 3
4110,4097,matrix metalloprotease inhibitor,MoA,Phase 3
1113,4097,matrix metalloprotease inhibitor,MoA,Phase 3
84,4097,matrix metalloprotease inhibitor,MoA,Phase 3
510,4114,opioid receptor agonist,MoA,Phase 2
160,4115,glutamate receptor antagonist,MoA,Phase 2
744,4117,glucose dependent insulinotropic receptor agonist,MoA,Phase 2
4137,4138,NOD like receptor inhibitor,MoA,Preclinical
1099,4139,nociceptin/orphanin FQ receptor agonist,MoA,Preclinical
11,4140,serotonin receptor agonist,MoA,Phase 2
13,4140,serotonin receptor agonist,MoA,Phase 2
488,4140,serotonin receptor agonist,MoA,Phase 2
14,4140,serotonin receptor agonist,MoA,Phase 2
15,4140,serotonin receptor agonist,MoA,Phase 2
16,4140,serotonin receptor agonist,MoA,Phase 2
624,4140,serotonin receptor agonist,MoA,Phase 2
249,4141,HDAC inhibitor,MoA,Preclinical
4142,4143,NFkB pathway inhibitor,MoA,Phase 1
2583,4144,dynamin inhibitor,MoA,Preclinical
14,4145,serotonin receptor antagonist,MoA,Phase 2
15,4145,serotonin receptor antagonist,MoA,Phase 2
16,4145,serotonin receptor antagonist,MoA,Phase 2
287,4146,glutamate receptor antagonist,MoA,Preclinical
11,4147,serotonin receptor agonist,MoA,Preclinical
11,4148,serotonin receptor antagonist,MoA,Phase 1
2556,4149,PPAR receptor antagonist,MoA,Preclinical
4153,4154,neurotensin receptor antagonist,MoA,Phase 2/Phase 3
3931,4154,neurotensin receptor antagonist,MoA,Phase 2/Phase 3
483,4158,ATP citrase lyase inhibitor,MoA,Phase 2
1306,4164,potassium channel blocker,MoA,Phase 2
477,4165,HMGCR inhibitor,MoA,Launched
227,4166,STAT inhibitor,MoA,Phase 3
849,4167,MEK inhibitor,MoA,Preclinical
234,4178,hypoxia inducible factor inhibitor,MoA,Phase 1
706,4187,vitamin K,MoA,Phase 2
180,4187,vitamin K,MoA,Phase 2
4186,4187,vitamin K,MoA,Phase 2
4189,4190,MALT1 inhibitor (JH),MoA,Phase 2
232,4197,topoisomerase inhibitor,MoA,Phase 2
247,4199,HDAC inhibitor,MoA,Preclinical
249,4199,HDAC inhibitor,MoA,Preclinical
612,4200,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2
14,4205,dopamine receptor agonist,MoA,Phase 2
15,4205,dopamine receptor agonist,MoA,Phase 2
16,4205,dopamine receptor agonist,MoA,Phase 2
77,4205,dopamine receptor agonist,MoA,Phase 2
957,4205,dopamine receptor agonist,MoA,Phase 2
624,4205,dopamine receptor agonist,MoA,Phase 2
625,4205,dopamine receptor agonist,MoA,Phase 2
174,4207,cyclooxygenase inhibitor|opioid receptor agonist,MoA,Withdrawn
301,4210,Bcr-Abl kinase inhibitor,MoA,Phase 1
1083,4210,Bcr-Abl kinase inhibitor,MoA,Phase 1
45,4211,adrenergic receptor antagonist,MoA,Phase 2
339,4212,immunostimulant,MoA,Phase 2
205,4216,acetylcholinesterase inhibitor,MoA,Phase 2
97,4218,histamine receptor antagonist,MoA,Withdrawn
407,4223,angiotensin converting enzyme inhibitor,MoA,Phase 2
4022,4229,DNA repair enzyme inhibitor,MoA,Phase 2
73,4238,acetylcholine receptor antagonist,MoA,Preclinical
43,4242,acetylcholine receptor antagonist,MoA,Preclinical
11,4249,anti-HCVE2,MoA,Preclinical
12,4249,anti-HCVE2,MoA,Preclinical
13,4249,anti-HCVE2,MoA,Preclinical
488,4249,anti-HCVE2,MoA,Preclinical
489,4249,anti-HCVE2,MoA,Preclinical
14,4249,anti-HCVE2,MoA,Preclinical
15,4249,anti-HCVE2,MoA,Preclinical
16,4249,anti-HCVE2,MoA,Preclinical
17,4249,anti-HCVE2,MoA,Preclinical
624,4249,anti-HCVE2,MoA,Preclinical
625,4249,anti-HCVE2,MoA,Preclinical
174,4255,cyclooxygenase inhibitor,MoA,Launched
171,4255,cyclooxygenase inhibitor,MoA,Launched
205,4256,acetylcholinesterase inhibitor,MoA,Phase 3
477,4259,HMGCR inhibitor,MoA,Preclinical
2556,4261,PARP inhibitor,MoA,Preclinical
596,4262,estrogen receptor agonist,MoA,Phase 3
457,4262,estrogen receptor agonist,MoA,Phase 3
1360,4263,proteasome inhibitor,MoA,Preclinical
43,4264,acetylcholine receptor antagonist,MoA,Preclinical
1329,4265,VEGFR inhibitor,MoA,Preclinical
430,4265,VEGFR inhibitor,MoA,Preclinical
4266,4267,PI4K inhibitor,MoA,Preclinical
665,4269,glutamate receptor modulator,MoA,Phase 2
2596,4270,T-type calcium channel blocker,MoA,Withdrawn
639,4270,T-type calcium channel blocker,MoA,Withdrawn
641,4270,T-type calcium channel blocker,MoA,Withdrawn
642,4270,T-type calcium channel blocker,MoA,Withdrawn
103,4270,T-type calcium channel blocker,MoA,Withdrawn
105,4270,T-type calcium channel blocker,MoA,Withdrawn
106,4270,T-type calcium channel blocker,MoA,Withdrawn
643,4270,T-type calcium channel blocker,MoA,Withdrawn
2562,4270,T-type calcium channel blocker,MoA,Withdrawn
2563,4270,T-type calcium channel blocker,MoA,Withdrawn
2564,4270,T-type calcium channel blocker,MoA,Withdrawn
2565,4270,T-type calcium channel blocker,MoA,Withdrawn
493,4270,T-type calcium channel blocker,MoA,Withdrawn
495,4270,T-type calcium channel blocker,MoA,Withdrawn
496,4270,T-type calcium channel blocker,MoA,Withdrawn
497,4270,T-type calcium channel blocker,MoA,Withdrawn
154,4272,glutamate receptor antagonist,MoA,Phase 3
155,4272,glutamate receptor antagonist,MoA,Phase 3
156,4272,glutamate receptor antagonist,MoA,Phase 3
157,4272,glutamate receptor antagonist,MoA,Phase 3
200,4275,PPAR receptor antagonist,MoA,Phase 2
1248,4280,monoamine oxidase inhibitor,MoA,Phase 3
1258,4284,DNA replication inhibitor,MoA,Preclinical
1003,4284,DNA replication inhibitor,MoA,Preclinical
1004,4284,DNA replication inhibitor,MoA,Preclinical
801,4284,DNA replication inhibitor,MoA,Preclinical
205,4285,serotonin reuptake inhibitor,MoA,Withdrawn
73,4285,serotonin reuptake inhibitor,MoA,Withdrawn
6,4285,serotonin reuptake inhibitor,MoA,Withdrawn
7,4285,serotonin reuptake inhibitor,MoA,Withdrawn
14,4285,serotonin reuptake inhibitor,MoA,Withdrawn
15,4285,serotonin reuptake inhibitor,MoA,Withdrawn
16,4285,serotonin reuptake inhibitor,MoA,Withdrawn
569,4285,serotonin reuptake inhibitor,MoA,Withdrawn
410,4285,serotonin reuptake inhibitor,MoA,Withdrawn
4290,4291,MRE11A exonuclease inhibitor,MoA,Preclinical
4296,4297,antitumor agent,MoA,Phase 2
519,4303,cannabinoid receptor antagonist,MoA,Preclinical
217,4304,niacin receptor agonist,MoA,Phase 2
219,4304,niacin receptor agonist,MoA,Phase 2
696,4305,androgen receptor modulator,MoA,Phase 2
1306,4306,CC chemokine receptor antagonist,MoA,Phase 2
3850,4307,glucagon receptor antagonist,MoA,Phase 2
4308,4309,WEE1 kinase inhibitor,MoA,Phase 2
49,4310,AKT inhibitor,MoA,Phase 2
749,4310,AKT inhibitor,MoA,Phase 2
750,4310,AKT inhibitor,MoA,Phase 2
53,4311,TRPV antagonist,MoA,Phase 2
1008,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
350,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
351,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
939,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
128,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
940,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
244,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
1331,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
430,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
1332,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
631,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
632,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
131,4312,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2
498,4313,prostaglandin inhibitor,MoA,Preclinical
