FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
129,4112,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor,MoA,Launched,dermatology,mastocytoma
130,4112,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor,MoA,Launched,dermatology,mastocytoma
131,4112,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor,MoA,Launched,dermatology,mastocytoma
403,4113,lipoxygenase inhibitor,MoA,Launched,dermatology,actinic keratosis (AK)
441,4116,vitamin D receptor agonist,MoA,Launched,endocrinology,hyperparathyroidism
414,4150,tubulin polymerization inhibitor,MoA,Launched,infectious disease,pinworm|whipworm|hookworm|ascariasis
114,4150,tubulin polymerization inhibitor,MoA,Launched,infectious disease,pinworm|whipworm|hookworm|ascariasis
416,4150,tubulin polymerization inhibitor,MoA,Launched,infectious disease,pinworm|whipworm|hookworm|ascariasis
73,4151,acetylcholine receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome
332,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
207,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
59,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
61,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
2226,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
43,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
2227,4152,acetylcholine receptor antagonist,MoA,Launched,cardiology,hypertension
1824,4155,constitutive androstane receptor (CAR) agonist,MoA,Launched,gastroenterology|neurology/psychiatry,nausea|vomiting|motion sickness
403,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
519,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
629,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
630,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
174,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
171,4156,cyclooxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,rheumatology|neurology/psychiatry|endocrinology,joint pain|muscle pain|rheumatoid arthritis|primary dysmenorrhea (PD)
45,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
47,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
48,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
1,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
3,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
4,4157,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,sedative
460,4159,progesterone receptor agonist,MoA,Launched,endocrinology,contraceptive
354,4160,progesterone receptor agonist,MoA,Launched,endocrinology,contraceptive
460,4160,progesterone receptor agonist,MoA,Launched,endocrinology,contraceptive
423,4161,glucocorticoid receptor agonist,MoA,Launched,ophthalmology,conjunctivitis|episcleritis
2302,4162,cyclooxygenase inhibitor,MoA,Launched,endocrinology,primary dysmenorrhea (PD)
174,4162,cyclooxygenase inhibitor,MoA,Launched,endocrinology,primary dysmenorrhea (PD)
171,4162,cyclooxygenase inhibitor,MoA,Launched,endocrinology,primary dysmenorrhea (PD)
1806,4162,cyclooxygenase inhibitor,MoA,Launched,endocrinology,primary dysmenorrhea (PD)
423,4163,progesterone receptor agonist,MoA,Launched,neurology/psychiatry|endocrinology,anorexia|cachexia
460,4163,progesterone receptor agonist,MoA,Launched,neurology/psychiatry|endocrinology,anorexia|cachexia
4168,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
770,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
4170,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
4171,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
354,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
15,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
1663,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
387,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
388,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
1602,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
4172,4169,melatonin receptor agonist|nitric oxide synthase inhibitor,MoA,Launched,neurology/psychiatry,sleep cycle support
4173,4174,gamma butyrobetaine hydroxylase inhibitor,MoA,Launched,cardiology,coronary artery disease (CAD)
1167,4175,dopamine precursor|dopamine receptor agonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
174,4176,cyclooxygenase inhibitor,MoA,Launched,rheumatology,osteoarthritis|rheumatoid arthritis
171,4176,cyclooxygenase inhibitor,MoA,Launched,rheumatology,osteoarthritis|rheumatoid arthritis
7,4177,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,psychosis
14,4177,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,psychosis
2684,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4180,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
755,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
813,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4181,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4182,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
706,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
2448,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
1602,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4183,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4184,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4185,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
180,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
4186,4179,mitochondrial DNA polymerase inhibitor|phosphatase inhibitor,MoA,Launched,gastroenterology|neurology/psychiatry|dermatology|rheumatology,ulcerative colitis|diarrhea|headache|varicose veins|rheumatoid arthritis
1770,4188,cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator,MoA,Launched,infectious disease,giardiasis
45,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
47,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
48,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
1,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
3,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
4,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
165,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
417,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
567,4191,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
167,4192,hydantoin antiepileptic,MoA,Launched,neurology/psychiatry,seizures
759,4194,opioid receptor agonist,MoA,Launched,neurology/psychiatry,pain relief
97,4195,histamine receptor antagonist,MoA,Launched,otolaryngology|obstetrics/gynecology,common cold|menstrual pain
959,4198,immunosuppressant|protein synthesis inhibitor|purine antagonist,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
612,4198,immunosuppressant|protein synthesis inhibitor|purine antagonist,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
936,4198,immunosuppressant|protein synthesis inhibitor|purine antagonist,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
961,4198,immunosuppressant|protein synthesis inhibitor|purine antagonist,MoA,Launched,hematologic malignancy,acute lymphoblastic leukemia (ALL)
403,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
210,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
212,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
1663,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
200,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
174,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
171,4201,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,MoA,Launched,gastroenterology,ulcerative colitis|inflammatory bowel disease
7,4202,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
14,4202,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
205,4203,cholinesterase inhibitor,MoA,Launched,neurology/psychiatry,myasthenia gravis
759,4203,cholinesterase inhibitor,MoA,Launched,neurology/psychiatry,myasthenia gravis
354,4204,estrogen receptor agonist,MoA,Launched,endocrinology,contraceptive
417,4208,adrenergic receptor agonist,MoA,Launched,pulmonary,bronchospasm|asthma|bronchitis|emphysema
45,4209,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
11,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
12,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
13,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
488,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
489,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
14,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
15,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
16,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
17,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
624,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
625,4213,dopamine receptor agonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry|endocrinology,seasonal affective disorder|anxiety|hyperprolactinemia
267,4214,insulin sensitizer,MoA,Launched,endocrinology,diabetes mellitus
291,4214,insulin sensitizer,MoA,Launched,endocrinology,diabetes mellitus
74,4215,acetylcholine receptor agonist,MoA,Launched,pulmonary,bronchial hyperresponsiveness diagnostic
76,4215,acetylcholine receptor agonist,MoA,Launched,pulmonary,bronchial hyperresponsiveness diagnostic
73,4217,acetylcholine receptor antagonist,MoA,Launched,gastroenterology|neurology/psychiatry|urology,peptic ulcer disease (PUD)|irritable bowel syndrome|pancreatitis|dyskinesia|neurogenic bladder
99,4217,acetylcholine receptor antagonist,MoA,Launched,gastroenterology|neurology/psychiatry|urology,peptic ulcer disease (PUD)|irritable bowel syndrome|pancreatitis|dyskinesia|neurogenic bladder
61,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
43,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
79,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
140,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
141,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
81,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
142,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
143,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
144,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
145,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
82,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
146,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
147,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
148,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
149,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
150,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
151,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
152,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
663,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
1466,4219,GABA receptor modulator,MoA,Launched,neurology/psychiatry,epilepsy
185,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
186,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
187,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
188,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
190,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
191,4220,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,glaucoma|intraocular pressure
1590,4221,antithyroid agent,MoA,Launched,endocrinology,hyperthyroidism
185,4224,muscle relaxant,MoA,Launched,neurology/psychiatry,muscle relaxant
605,4225,dihydrofolate reductase inhibitor,MoA,Launched,oncology|hematologic malignancy|dermatology|rheumatology,gestational choriocarcinoma|hydatidiform mole|acute lymphoblastic leukemia (ALL)|psoriasis|rheumatoid arthritis
45,4226,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
47,4226,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
48,4226,adrenergic receptor agonist,MoA,Launched,cardiology,hypotension
1158,4227,DNA synthesis inhibitor,MoA,Launched,dermatology,psoriasis
1160,4227,DNA synthesis inhibitor,MoA,Launched,dermatology,psoriasis
4228,4227,DNA synthesis inhibitor,MoA,Launched,dermatology,psoriasis
2099,4227,DNA synthesis inhibitor,MoA,Launched,dermatology,psoriasis
421,4227,DNA synthesis inhibitor,MoA,Launched,dermatology,psoriasis
4230,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
4232,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
79,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
140,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
141,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
81,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
142,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
143,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
144,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
145,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
82,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
146,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
147,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
148,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
149,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
150,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
151,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
152,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
690,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
996,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
665,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
626,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
2015,4231,membrane permeability inhibitor,MoA,Launched,neurology/psychiatry,general anaesthetic
73,4233,acetylcholine receptor antagonist,MoA,Launched,gastroenterology,peptic ulcer disease (PUD)
74,4233,acetylcholine receptor antagonist,MoA,Launched,gastroenterology,peptic ulcer disease (PUD)
75,4233,acetylcholine receptor antagonist,MoA,Launched,gastroenterology,peptic ulcer disease (PUD)
103,4234,T-type calcium channel blocker,MoA,Launched,neurology/psychiatry,seizures
105,4234,T-type calcium channel blocker,MoA,Launched,neurology/psychiatry,seizures
106,4234,T-type calcium channel blocker,MoA,Launched,neurology/psychiatry,seizures
1056,4235,chloride reabsorption inhibitor,MoA,Launched,cardiology,hypertension|edema
1156,4235,chloride reabsorption inhibitor,MoA,Launched,cardiology,hypertension|edema
4236,4237,oxidizing agent,MoA,Launched,dermatology,actinic keratosis (AK)
1766,4237,oxidizing agent,MoA,Launched,dermatology,actinic keratosis (AK)
1,4239,adrenergic receptor agonist,MoA,Launched,cardiology,hypertension
3,4239,adrenergic receptor agonist,MoA,Launched,cardiology,hypertension
4,4239,adrenergic receptor agonist,MoA,Launched,cardiology,hypertension
1167,4239,adrenergic receptor agonist,MoA,Launched,cardiology,hypertension
205,4240,guanylyl cyclase inhibitor|nitric oxide production inhibitor,MoA,Launched,hematology,methemoglobinemia
6,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
488,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
489,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
14,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
15,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
16,4241,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,hematology|neurology/psychiatry,postpartum hemorrhage (PPH)|migraine headache
339,4243,opioid receptor antagonist,MoA,Launched,gastroenterology,constipation
510,4243,opioid receptor antagonist,MoA,Launched,gastroenterology,constipation
511,4243,opioid receptor antagonist,MoA,Launched,gastroenterology,constipation
423,4244,glucocorticoid receptor agonist,MoA,Launched,endocrinology|rheumatology|dermatology|infectious disease|allergy|hematology|neurology/psychiatry|gastroenterology,hypercalcemia|thyroiditis|ankylosing spondylitis|bursitis|osteoarthritis|psoriatic arthritis|seborrheic dermatitis|mycosis|allergic rhinitis|psoriasis|anemia|multiple sclerosis|ulcerative colitis|enteritis
423,4245,anti-inflammatory agent|glucocorticoid receptor agonist,MoA,Launched,endocrinology|rheumatology|infectious disease|allergy|pulmonary|gastroenterology|dermatology|neurology/psychiatry|hematology,congenital adrenal hyperplasia|thyroiditis|hypercalcemia|rheumatoid arthritis|bursitis|epicondylitis|allergic rhinitis|asthma|ulcerative colitis|enteritis|osteoarthritis|psoriasis|multiple sclerosis|anemia
12,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
13,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
488,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
489,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
14,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
15,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
16,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
17,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
624,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
625,4246,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,headache
4247,4248,tyrosine hydroxylase inhibitor,MoA,Launched,cardiology,hypertension
170,4250,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease
73,4251,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,gastroenterology,gastroparesis|nausea|vomiting
7,4251,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,gastroenterology,gastroparesis|nausea|vomiting
77,4251,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,gastroenterology,gastroparesis|nausea|vomiting
957,4251,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,gastroenterology,gastroparesis|nausea|vomiting
490,4251,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,gastroenterology,gastroparesis|nausea|vomiting
74,4252,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
207,4252,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant
1156,4253,carbonic anhydrase inhibitor,MoA,Launched,cardiology,edema|hypertension
165,4254,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension|angina pectoris|myocardial infarction
417,4254,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension|angina pectoris|myocardial infarction
2191,4257,DNA inhibitor,MoA,Launched,dermatology,rosacea
421,4257,DNA inhibitor,MoA,Launched,dermatology,rosacea
93,4258,cytochrome P450 inhibitor,MoA,Launched,nephrology,adrenal diagnostic agent
581,4260,sodium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias|ventricular tachycardia (VT)
447,4260,sodium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias|ventricular tachycardia (VT)
167,4260,sodium channel blocker,MoA,Launched,cardiology,ventricular arrhythmias|ventricular tachycardia (VT)
45,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
47,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
48,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
97,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
99,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
14,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
15,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
16,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
624,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
625,4268,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,depression
799,4271,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease|neurology/psychiatry,yeast infection|itching
2610,4271,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease|neurology/psychiatry,yeast infection|itching
128,4273,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML)
2702,4273,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,MoA,Launched,hematologic malignancy,acute myeloid leukemia (AML)
696,4274,glucocorticoid receptor antagonist|progesterone receptor antagonist,MoA,Launched,endocrinology,hyperglycemia|diabetes mellitus
1923,4274,glucocorticoid receptor antagonist|progesterone receptor antagonist,MoA,Launched,endocrinology,hyperglycemia|diabetes mellitus
423,4274,glucocorticoid receptor antagonist|progesterone receptor antagonist,MoA,Launched,endocrinology,hyperglycemia|diabetes mellitus
460,4274,glucocorticoid receptor antagonist|progesterone receptor antagonist,MoA,Launched,endocrinology,hyperglycemia|diabetes mellitus
1620,4276,glucosidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
4277,4276,glucosidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
4278,4276,glucosidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
163,4276,glucosidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
2646,4279,glycosyl transferase inhibitor,MoA,Launched,hematology,Gaucher disease
571,4281,serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,rheumatology,fibromyalgia
410,4281,serotonin–norepinephrine reuptake inhibitor (SNRI),MoA,Launched,rheumatology,fibromyalgia
