Id,Name,Type,VectorableProperty
17436,Idp Dmri Probtrackx Icvf Ifo L,Phenotype,Idp Dmri Probtrackx Icvf Ifo L
17438,Atopic Dermatitis,Phenotype,Atopic Dermatitis
17440,Adventurousness,Phenotype,Adventurousness
17442,Lipoprotein Phospholipase A2 Activity In Cardiovascular Disease,Phenotype,Lipoprotein Phospholipase A2 Activity In Cardiovascular Disease
17444,Idp Dmri Probtrackx Icvf Cgh R,Phenotype,Idp Dmri Probtrackx Icvf Cgh R
17447,Cutaneous Melanoma (Mtag),Phenotype,Cutaneous Melanoma (Mtag)
17454,Ldl Cholesterol X Physical Activity Interaction (2Df Test),Phenotype,Ldl Cholesterol X Physical Activity Interaction (2Df Test)
17455,White Matter Microstructure (Fractional Anisotropy),Phenotype,White Matter Microstructure (Fractional Anisotropy)
17457,Mean Reticulocyte Volume,Phenotype,Mean Reticulocyte Volume
17459,Itch Intensity From Mosquito Bite Adjusted By Bite Size,Phenotype,Itch Intensity From Mosquito Bite Adjusted By Bite Size
17461,Complement Component C8 Levels,Phenotype,Complement Component C8 Levels
17464,Bone Mineral Density (Spine),Phenotype,Bone Mineral Density (Spine)
17467,Concentration Of Chylomicrons And Extremely Large Vldl Particles,Phenotype,Concentration Of Chylomicrons And Extremely Large Vldl Particles
17469,Covid-19 (Hospitalized Covid Vs Population),Phenotype,Covid-19 (Hospitalized Covid Vs Population)
17471,White Coat Effect (Clinic Systolic Blood Pressure Minus Ambulatory Systolic Blood Pressure),Phenotype,White Coat Effect (Clinic Systolic Blood Pressure Minus Ambulatory Systolic Blood Pressure)
17474,Psoriasis,Phenotype,Psoriasis
17476,Inguinal Hernia,Phenotype,Inguinal Hernia
17481,Plasma X-12689 Levels In Chronic Kidney Disease,Phenotype,Plasma X-12689 Levels In Chronic Kidney Disease
17485,Seropositivity For Streptococcus Pneumoniae Peptide (Agilent_220944),Phenotype,Seropositivity For Streptococcus Pneumoniae Peptide (Agilent_220944)
17487,T-Cell Surface Glycoprotein Cd8 Alpha Chain Level In Chronic Kidney Disease With Hypertension And No Diabetes (5992_50),Phenotype,T-Cell Surface Glycoprotein Cd8 Alpha Chain Level In Chronic Kidney Disease With Hypertension And No Diabetes (5992_50)
17489,Blood Pressure (Pleiotropy Model 1 Dbp Adjusted For Estimated Causal Effects X Sbp),Phenotype,Blood Pressure (Pleiotropy Model 1 Dbp Adjusted For Estimated Causal Effects X Sbp)
17492,Response To Phenytoin In Focal Epilepsy,Phenotype,Response To Phenytoin In Focal Epilepsy
17494,Seropositivity For Staphylococcus Aureus Subsp. Aureus Mw2 Peptide (Agilent_235512),Phenotype,Seropositivity For Staphylococcus Aureus Subsp. Aureus Mw2 Peptide (Agilent_235512)
17501,Respiratory Disease (Confirmatory Factor Analysis Factor 11),Phenotype,Respiratory Disease (Confirmatory Factor Analysis Factor 11)
17504,Left Ventricle Wall Thickness,Phenotype,Left Ventricle Wall Thickness
17506,Hypothyroidism Or Rheumatoid Arthritis (Pleiotropy),Phenotype,Hypothyroidism Or Rheumatoid Arthritis (Pleiotropy)
17511,Crohn'S Disease X Smoking Status (Never Vs Ever Smoking) Interaction,Phenotype,Crohn'S Disease X Smoking Status (Never Vs Ever Smoking) Interaction
17513,Triglyceride Levels In Chylomicrons And Extremely Large Vldl,Phenotype,Triglyceride Levels In Chylomicrons And Extremely Large Vldl
17517,Subjective Response To Placebo Treatment In Childhood Asthma (Change In Cough/Wheeze),Phenotype,Subjective Response To Placebo Treatment In Childhood Asthma (Change In Cough/Wheeze)
17519,Orofacial Clefts,Phenotype,Orofacial Clefts
17522,Rbc Levels Of Pyruvate (Um),Phenotype,Rbc Levels Of Pyruvate (Um)
17524,Neutrophil Percentage Of Granulocytes,Phenotype,Neutrophil Percentage Of Granulocytes
17526,Meat-Related Diet,Phenotype,Meat-Related Diet
17529,Medication Use (Agents Acting On The Renin-Angiotensin System),Phenotype,Medication Use (Agents Acting On The Renin-Angiotensin System)
17531,Pemphigus Vulgaris,Phenotype,Pemphigus Vulgaris
17535,Fev1 Or Irritable Bowel Syndrome (Pleiotropy),Phenotype,Fev1 Or Irritable Bowel Syndrome (Pleiotropy)
17538,Idp Dmri Tbss L2 Corticospinal Tract R,Phenotype,Idp Dmri Tbss L2 Corticospinal Tract R
17547,Waist-To-Hip Ratio Adjusted For Bmi (Additive Genetic Model),Phenotype,Waist-To-Hip Ratio Adjusted For Bmi (Additive Genetic Model)
17549,Triglyceride Levels (Mtag),Phenotype,Triglyceride Levels (Mtag)
17551,Total Lipid Levels In Small Hdl,Phenotype,Total Lipid Levels In Small Hdl
17553,Vaginal Microbiome Metacyc Pathway (Centferm-Pwy|Pyruvate Fermentation To Butanoate),Phenotype,Vaginal Microbiome Metacyc Pathway (Centferm-Pwy|Pyruvate Fermentation To Butanoate)
17558,Vaginal Microbiome Metacyc Pathway (Pwy-5862|Superpathway Of Demethylmenaquinol-9 Biosynthesis),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-5862|Superpathway Of Demethylmenaquinol-9 Biosynthesis)
17560,Fasting Insulin (Adjusted For Bmi) Or Polycystic Ovary Syndrome (Pleiotropy),Phenotype,Fasting Insulin (Adjusted For Bmi) Or Polycystic Ovary Syndrome (Pleiotropy)
17563,Colorectal Cancer X Estrogen Hormone Therapy Interaction,Phenotype,Colorectal Cancer X Estrogen Hormone Therapy Interaction
17566,Ldl Cholesterol Levels In Current Drinkers,Phenotype,Ldl Cholesterol Levels In Current Drinkers
17569,Color Vision Defects (Tritan),Phenotype,Color Vision Defects (Tritan)
17573,Covid-19 (Hospitalized Vs Tested-- Not Hospitalized),Phenotype,Covid-19 (Hospitalized Vs Tested-- Not Hospitalized)
17575,Lymphocyte Forward Scatter,Phenotype,Lymphocyte Forward Scatter
17577,Cardiometabolic Multimorbidity,Phenotype,Cardiometabolic Multimorbidity
17579,Systemic Lupus Erythematosus,Phenotype,Systemic Lupus Erythematosus
17583,Lipoprotein (A) Levels,Phenotype,Lipoprotein (A) Levels
17586,Testasv_20 (Phascolarctobacterium) Abundance,Phenotype,Testasv_20 (Phascolarctobacterium) Abundance
17591,Body Fat Distribution (Leg Fat Ratio),Phenotype,Body Fat Distribution (Leg Fat Ratio)
17593,Fvc Or Irritable Bowel Syndrome (Pleiotropy),Phenotype,Fvc Or Irritable Bowel Syndrome (Pleiotropy)
17596,Cholesterol To Total Lipids Ratio In Very Large Hdl,Phenotype,Cholesterol To Total Lipids Ratio In Very Large Hdl
17598,Cholesteryl Ester (20:3) Levels,Phenotype,Cholesteryl Ester (20:3) Levels
17602,White Matter Microstructure (Mode Of Anisotropy),Phenotype,White Matter Microstructure (Mode Of Anisotropy)
17606,Pierre Robin Sequence Endophenotypic Score,Phenotype,Pierre Robin Sequence Endophenotypic Score
17613,Vaginal Microbiome Metacyc Pathway (Pwy-5182|Toluene Degradation Ii (Aerobic) (Via 4-Methylcatechol)),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-5182|Toluene Degradation Ii (Aerobic) (Via 4-Methylcatechol))
17615,Bmi (Adjusted For Smoking Behaviour),Phenotype,Bmi (Adjusted For Smoking Behaviour)
17618,High-Density Lipoprotein Levels (Mtag),Phenotype,High-Density Lipoprotein Levels (Mtag)
17622,Nasopharyngeal Carcinoma (Snp X Snp Interaction),Phenotype,Nasopharyngeal Carcinoma (Snp X Snp Interaction)
17624,Depression (Broad),Phenotype,Depression (Broad)
17626,Ischemic Stroke In Diabetes Mellitus,Phenotype,Ischemic Stroke In Diabetes Mellitus
17629,Seropositivity For Staphylococcus Aureus Subsp. Aureus Mrsa252 Peptide (Agilent_188119),Phenotype,Seropositivity For Staphylococcus Aureus Subsp. Aureus Mrsa252 Peptide (Agilent_188119)
17631,Malignant Lymphoma,Phenotype,Malignant Lymphoma
17635,Red Meat Related Metabolomic Signature,Phenotype,Red Meat Related Metabolomic Signature
17638,Mean Corpuscular Hemoglobin Concentration,Phenotype,Mean Corpuscular Hemoglobin Concentration
17642,Vertex-Wise Cortical Surface Area,Phenotype,Vertex-Wise Cortical Surface Area
17646,Iron Status Biomarkers (Transferrin Levels),Phenotype,Iron Status Biomarkers (Transferrin Levels)
17647,Cd4-Cd8- T Cell Absolute Count,Phenotype,Cd4-Cd8- T Cell Absolute Count
17651,Ovarian Cancer (Mtag),Phenotype,Ovarian Cancer (Mtag)
17653,Refractive Error,Phenotype,Refractive Error
17656,Childhood Wheezing (Late-Onset),Phenotype,Childhood Wheezing (Late-Onset)
17658,Serum Total Protein Levels,Phenotype,Serum Total Protein Levels
17660,F-Small Fish Liking (Derived Food-Liking Factor),Phenotype,F-Small Fish Liking (Derived Food-Liking Factor)
17668,Coronary Artery Disease (Confirmatory Factor Analysis Factor 16),Phenotype,Coronary Artery Disease (Confirmatory Factor Analysis Factor 16)
17670,Alkylphosphatidylethanolamine (O-18:0/22:6) Levels,Phenotype,Alkylphosphatidylethanolamine (O-18:0/22:6) Levels
17673,Pulse Pressure (Bmi Unadjusted),Phenotype,Pulse Pressure (Bmi Unadjusted)
17675,Metabolite Levels (Pyroglutamine),Phenotype,Metabolite Levels (Pyroglutamine)
17680,Mean Spheric Corpuscular Volume,Phenotype,Mean Spheric Corpuscular Volume
17682,Gastroesophageal Reflux Disease,Phenotype,Gastroesophageal Reflux Disease
17686,Total Lipid Levels In Hdl,Phenotype,Total Lipid Levels In Hdl
17691,Medication Use (Calcium Channel Blockers),Phenotype,Medication Use (Calcium Channel Blockers)
17694,Facial Morphology (Profile Nasal Area),Phenotype,Facial Morphology (Profile Nasal Area)
17696,Vaginal Microbiome Metacyc Pathway (Pwy-5863|Superpathway Of Phylloquinol Biosynthesis),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-5863|Superpathway Of Phylloquinol Biosynthesis)
17699,Gamma Glutamyl Transpeptidase,Phenotype,Gamma Glutamyl Transpeptidase
17701,Free Cholesterol To Total Lipids Ratio In Small Vldl,Phenotype,Free Cholesterol To Total Lipids Ratio In Small Vldl
17704,Schizophrenia Vs Adhd (Ordinary Least Squares (Ols)),Phenotype,Schizophrenia Vs Adhd (Ordinary Least Squares (Ols))
17706,Staphylococcus Aureus Nasal Carriage (Persistent),Phenotype,Staphylococcus Aureus Nasal Carriage (Persistent)
17708,Osteoarthrosis (Time To Event),Phenotype,Osteoarthrosis (Time To Event)
17710,Vaginal Microbiome Relative Abundance (C_Clostridia),Phenotype,Vaginal Microbiome Relative Abundance (C_Clostridia)
17717,Aspartate Aminotransferase-- Cytoplasmic Levels,Phenotype,Aspartate Aminotransferase-- Cytoplasmic Levels
17720,Total Lipid Levels In Idl,Phenotype,Total Lipid Levels In Idl
17721,Alzheimer'S Disease In Apoe E4+ Carriers,Phenotype,Alzheimer'S Disease In Apoe E4+ Carriers
17723,Age-Related Eyesight Deterioration (Confirmatory Factor Analysis Factor 27),Phenotype,Age-Related Eyesight Deterioration (Confirmatory Factor Analysis Factor 27)
17725,Superior Parietal Area (Unadjusted For Global Measures),Phenotype,Superior Parietal Area (Unadjusted For Global Measures)
17727,Education Attainment Or Alcohol Use Disorders,Phenotype,Education Attainment Or Alcohol Use Disorders
17729,Sum Basophil Neutrophil Counts,Phenotype,Sum Basophil Neutrophil Counts
17732,Serum Levels Of Protein Ctnnb1,Phenotype,Serum Levels Of Protein Ctnnb1
17735,Small Nuclear Ribonucleoprotein F Level In Chronic Kidney Disease With Hypertension And No Diabetes (5494_52),Phenotype,Small Nuclear Ribonucleoprotein F Level In Chronic Kidney Disease With Hypertension And No Diabetes (5494_52)
17739,Clopidogrel Active Metabolite Levels,Phenotype,Clopidogrel Active Metabolite Levels
17741,Lat2/Manf Protein Level Ratio,Phenotype,Lat2/Manf Protein Level Ratio
17743,Interferon Gamma Levels,Phenotype,Interferon Gamma Levels
17746,Gallstone Disease,Phenotype,Gallstone Disease
17748,Covid-19 (Severe Respiratory Symptoms Vs Population),Phenotype,Covid-19 (Severe Respiratory Symptoms Vs Population)
17753,Triglycerides In Medium Hdl,Phenotype,Triglycerides In Medium Hdl
17756,Resistant Hypertension,Phenotype,Resistant Hypertension
17759,Bone Mineral Density (Femoral Neck),Phenotype,Bone Mineral Density (Femoral Neck)
17762,Regional Cortical Thickness (Medialorbitofrontal),Phenotype,Regional Cortical Thickness (Medialorbitofrontal)
17765,Glycosyl Ceramide (D18:2/24:1-- D18:1/24:2) Levels In Elite Athletes,Phenotype,Glycosyl Ceramide (D18:2/24:1-- D18:1/24:2) Levels In Elite Athletes
17768,Eudaimonic Well-Being,Phenotype,Eudaimonic Well-Being
17772,Omega-3 Fatty Acid Levels,Phenotype,Omega-3 Fatty Acid Levels
17776,Inferior Parietal Area (Unadjusted For Global Measures),Phenotype,Inferior Parietal Area (Unadjusted For Global Measures)
17780,Phospholipids In Very Small Vldl,Phenotype,Phospholipids In Very Small Vldl
17783,Facial Morphology (Profile Nasal Angle),Phenotype,Facial Morphology (Profile Nasal Angle)
17786,Serum Phosphate Levels,Phenotype,Serum Phosphate Levels
17789,Vertex-Wise Sulcal Depth,Phenotype,Vertex-Wise Sulcal Depth
17792,Periodontitis (Cdc/Aap),Phenotype,Periodontitis (Cdc/Aap)
17796,Total Body Bone Mineral Density,Phenotype,Total Body Bone Mineral Density
17801,Crtam/Gzma Protein Level Ratio,Phenotype,Crtam/Gzma Protein Level Ratio
17804,Asthma And Cardiovascular Disease,Phenotype,Asthma And Cardiovascular Disease
17806,Hemoglobin,Phenotype,Hemoglobin
17814,Bipolar Disorder Or Ulcerative Colitis (Mtag),Phenotype,Bipolar Disorder Or Ulcerative Colitis (Mtag)
17817,Microfibril-Associated Glycoprotein 4 Levels,Phenotype,Microfibril-Associated Glycoprotein 4 Levels
17819,Right-Hemisphere Somatomotor Network To Right-Hemisphere Salience/Ventral Attention Network White-Matter Structural Connectivity,Phenotype,Right-Hemisphere Somatomotor Network To Right-Hemisphere Salience/Ventral Attention Network White-Matter Structural Connectivity
17822,Alanine Aminotransferase Levels,Phenotype,Alanine Aminotransferase Levels
17825,Serum Levels Of Protein Clec4G,Phenotype,Serum Levels Of Protein Clec4G
17829,Cholesteryl Esters In Large Ldl (Ukb Data Field 23534),Phenotype,Cholesteryl Esters In Large Ldl (Ukb Data Field 23534)
17835,Aseg Lh Volume Cerebellum-Cortex,Phenotype,Aseg Lh Volume Cerebellum-Cortex
17838,Waist-To-Hip Ratio Adjusted For Bmi X Sex X Age Interaction (4Df Test),Phenotype,Waist-To-Hip Ratio Adjusted For Bmi X Sex X Age Interaction (4Df Test)
17840,Alcohol Consumption,Phenotype,Alcohol Consumption
17842,Alcoholic Chronic Pancreatitis,Phenotype,Alcoholic Chronic Pancreatitis
17844,Bone Mineral Density (Paediatric-- Total Body Less Head),Phenotype,Bone Mineral Density (Paediatric-- Total Body Less Head)
17846,Tanner 2 To Tanner 4 Pubertal Stage Transition (Joint Longitudinal Bmi And Survival Model),Phenotype,Tanner 2 To Tanner 4 Pubertal Stage Transition (Joint Longitudinal Bmi And Survival Model)
17849,Major Depressive Episode Treated With Electroconvulsive Therapy,Phenotype,Major Depressive Episode Treated With Electroconvulsive Therapy
17852,Brain Region Volumes,Phenotype,Brain Region Volumes
17857,Waist-To-Hip Ratio Adjusted For Bmi (Joint Analysis For Main Effect And Physical Activity Interaction),Phenotype,Waist-To-Hip Ratio Adjusted For Bmi (Joint Analysis For Main Effect And Physical Activity Interaction)
17860,Self-Reported Math Ability (Mtag),Phenotype,Self-Reported Math Ability (Mtag)
17863,Fibrinogen,Phenotype,Fibrinogen
17865,Rbc Levels Of Udp-N-Acetyl-D-Glucosamine,Phenotype,Rbc Levels Of Udp-N-Acetyl-D-Glucosamine
17868,Edge-Level Brain Connectivity (Multivariate Analysis),Phenotype,Edge-Level Brain Connectivity (Multivariate Analysis)
17873,Noncognitive Aspects Of Educational Attainment,Phenotype,Noncognitive Aspects Of Educational Attainment
17875,Age At Menarche,Phenotype,Age At Menarche
17879,Restless Legs Syndrome,Phenotype,Restless Legs Syndrome
17884,Cerebrospinal Fluid Strem-2 Levels,Phenotype,Cerebrospinal Fluid Strem-2 Levels
17887,Coronary Artery Disease In Hypertension,Phenotype,Coronary Artery Disease In Hypertension
17890,Triglycerides To Total Lipids Ratio In Large Vldl,Phenotype,Triglycerides To Total Lipids Ratio In Large Vldl
17894,Chitinase-3-Like Protein 2 Levels (Chi3L2.9383.24.3),Phenotype,Chitinase-3-Like Protein 2 Levels (Chi3L2.9383.24.3)
17895,Male-Pattern Baldness,Phenotype,Male-Pattern Baldness
17897,Eyebrow Thickness,Phenotype,Eyebrow Thickness
17899,Brevibacillus B Abundance In Stool,Phenotype,Brevibacillus B Abundance In Stool
17904,Monohexosylceramide (D16:1/22:0) Levels,Phenotype,Monohexosylceramide (D16:1/22:0) Levels
17910,Glutamine--Fructose-6-Phosphate Aminotransferase [Isomerizing] 2 Level In Chronic Kidney Disease With Hypertension And No Diabetes (23669_20),Phenotype,Glutamine--Fructose-6-Phosphate Aminotransferase [Isomerizing] 2 Level In Chronic Kidney Disease With Hypertension And No Diabetes (23669_20)
17914,Free Cholesterol Levels In Very Large Hdl,Phenotype,Free Cholesterol Levels In Very Large Hdl
17915,Orbital Telorism,Phenotype,Orbital Telorism
17917,Type 2 Diabetes (Adjusted For Bmi),Phenotype,Type 2 Diabetes (Adjusted For Bmi)
17922,Concentration Of Very Large Hdl Particles,Phenotype,Concentration Of Very Large Hdl Particles
17927,Eosinophil Percentage Of White Cells,Phenotype,Eosinophil Percentage Of White Cells
17931,Response To Gabapentin In Female Chronic Pelvic Pain (Side-Effect Burden),Phenotype,Response To Gabapentin In Female Chronic Pelvic Pain (Side-Effect Burden)
17937,Experiencing Mood Swings,Phenotype,Experiencing Mood Swings
17940,Concentration Of Large Hdl Particles,Phenotype,Concentration Of Large Hdl Particles
17942,Endosulfan Levels,Phenotype,Endosulfan Levels
17944,Attention Deficit Hyperactivity Disorder (Combined Symptoms),Phenotype,Attention Deficit Hyperactivity Disorder (Combined Symptoms)
17946,Biliary Atresia,Phenotype,Biliary Atresia
17950,Primary Open Angle Glaucoma (Multi-Trait Analysis),Phenotype,Primary Open Angle Glaucoma (Multi-Trait Analysis)
17952,Toenail Selenium Levels,Phenotype,Toenail Selenium Levels
17955,Urinary Albumin Excretion Rate In Type 1 Diabetes,Phenotype,Urinary Albumin Excretion Rate In Type 1 Diabetes
17957,Otu97_119 (Desulfovibrio) Prevalence,Phenotype,Otu97_119 (Desulfovibrio) Prevalence
17959,Rheumatoid Arthritis (Rheumatoid Factor And/Or Anti-Cyclic Citrullinated Peptide Seropositive),Phenotype,Rheumatoid Arthritis (Rheumatoid Factor And/Or Anti-Cyclic Citrullinated Peptide Seropositive)
17964,Ebbinghaus Illusion (Overestimation),Phenotype,Ebbinghaus Illusion (Overestimation)
17967,Phospholipid Levels In Vldl,Phenotype,Phospholipid Levels In Vldl
17970,Systolic Blood Pressure X Smoking Status (Current Vs Non-Current) Interaction (1Df Test),Phenotype,Systolic Blood Pressure X Smoking Status (Current Vs Non-Current) Interaction (1Df Test)
17973,3-Hydroxy-1-Methylpropylmercapturic Acid Levels In Smokers,Phenotype,3-Hydroxy-1-Methylpropylmercapturic Acid Levels In Smokers
17976,Cholesterol Levels In Very Large Vldl,Phenotype,Cholesterol Levels In Very Large Vldl
17977,Triglyceride Levels In Hiv Infection,Phenotype,Triglyceride Levels In Hiv Infection
17979,Ulna And Radius Bone Mineral Density,Phenotype,Ulna And Radius Bone Mineral Density
17981,Serum Albumin Levels,Phenotype,Serum Albumin Levels
17983,Neutrophil Gelatinase-Associated Lipocalin Levels,Phenotype,Neutrophil Gelatinase-Associated Lipocalin Levels
17985,Diacylglycerol(34:2)_[M+H-H2O]1+ Levels,Phenotype,Diacylglycerol(34:2)_[M+H-H2O]1+ Levels
17987,Family History Of Alzheimer'S Disease,Phenotype,Family History Of Alzheimer'S Disease
17990,Immature Platelet Count,Phenotype,Immature Platelet Count
17992,Menarche (Age At Onset),Phenotype,Menarche (Age At Onset)
17996,Clostridium Difficile Infection In Multiple Myeloma,Phenotype,Clostridium Difficile Infection In Multiple Myeloma
18001,Major Depressive Disorder Or Stroke (Pleiotropy),Phenotype,Major Depressive Disorder Or Stroke (Pleiotropy)
18004,Common Executive Function,Phenotype,Common Executive Function
18008,Environmental Pollutants Exposure (Rfd High),Phenotype,Environmental Pollutants Exposure (Rfd High)
18012,Sphingomyelin (D18:0/18:0-- D19:0/17:0) Levels In Elite Athletes,Phenotype,Sphingomyelin (D18:0/18:0-- D19:0/17:0) Levels In Elite Athletes
18015,Cholesterol Levels In Small Vldl,Phenotype,Cholesterol Levels In Small Vldl
18017,Gastric Atrophy,Phenotype,Gastric Atrophy
18022,Bronchopulmonary Dysplasia,Phenotype,Bronchopulmonary Dysplasia
18026,Granulocyte Percentage Of Myeloid White Cells,Phenotype,Granulocyte Percentage Of Myeloid White Cells
18028,Vaginal Microbiome Relative Abundance (S_Finegoldia Magna),Phenotype,Vaginal Microbiome Relative Abundance (S_Finegoldia Magna)
18030,Birth Weight,Phenotype,Birth Weight
18033,Coronary Artery Disease In Type 1 Diabetes,Phenotype,Coronary Artery Disease In Type 1 Diabetes
18035,General Factor Of Neuroticism,Phenotype,General Factor Of Neuroticism
18037,Diastolic Blood Pressure X Smoking Status (Ever Vs Never) Interaction (2Df Test),Phenotype,Diastolic Blood Pressure X Smoking Status (Ever Vs Never) Interaction (2Df Test)
18039,Sleep (1-Day Periodicity),Phenotype,Sleep (1-Day Periodicity)
18041,Post-Traumatic Stress Disorder (Asjusted For Relatedness),Phenotype,Post-Traumatic Stress Disorder (Asjusted For Relatedness)
18045,Phosphatidylcholine Acyl-Alkyl C40:5 Levels,Phenotype,Phosphatidylcholine Acyl-Alkyl C40:5 Levels
18048,Waist-To-Hip Ratio Adjusted For Bmi In Active Individuals,Phenotype,Waist-To-Hip Ratio Adjusted For Bmi In Active Individuals
18053,Ca13/Grap2 Protein Level Ratio,Phenotype,Ca13/Grap2 Protein Level Ratio
18056,Age When Finished Full-Time Education (Weighted Gwa),Phenotype,Age When Finished Full-Time Education (Weighted Gwa)
18058,Gestational Age At Birth In Labor-Initiated Deliveries (Child Effect),Phenotype,Gestational Age At Birth In Labor-Initiated Deliveries (Child Effect)
18060,Albumin Levels,Phenotype,Albumin Levels
18062,High-Sensitivity Cardiac Troponin T Levels,Phenotype,High-Sensitivity Cardiac Troponin T Levels
18065,Postmenopausal Breast Cancer,Phenotype,Postmenopausal Breast Cancer
18067,Coro1A/Tbc1D5 Protein Level Ratio,Phenotype,Coro1A/Tbc1D5 Protein Level Ratio
18072,Vaginal Microbiome Metacyc Pathway (Pwy-6749|Cmp-Legionaminate Biosynthesis I),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy-6749|Cmp-Legionaminate Biosynthesis I)
18074,Intelligence,Phenotype,Intelligence
18076,Leisure Screen Time,Phenotype,Leisure Screen Time
18080,Left Ventricular Internal Dimension In Systole,Phenotype,Left Ventricular Internal Dimension In Systole
18083,Triacylglycerol(53:3)_[M+Nh4]1+ Levels,Phenotype,Triacylglycerol(53:3)_[M+Nh4]1+ Levels
18086,Monounsaturated Fatty Acids Levels (Ukb Data Field 23447),Phenotype,Monounsaturated Fatty Acids Levels (Ukb Data Field 23447)
18087,Low-Density Lipoprotein Levels (Mtag),Phenotype,Low-Density Lipoprotein Levels (Mtag)
18089,Coronary Artery Calcification,Phenotype,Coronary Artery Calcification
18091,Concentration Of Medium Vldl Particles (Ukb Data Field 23502),Phenotype,Concentration Of Medium Vldl Particles (Ukb Data Field 23502)
18098,Prostate Cancer (Snp X Snp Interaction),Phenotype,Prostate Cancer (Snp X Snp Interaction)
18101,Total Lipids In Large Hdl (Ukb Data Field 23559),Phenotype,Total Lipids In Large Hdl (Ukb Data Field 23559)
18104,Neutrophil Percentage Of White Cells,Phenotype,Neutrophil Percentage Of White Cells
18106,Valylglycine Levels (Advanced Age),Phenotype,Valylglycine Levels (Advanced Age)
18109,Venous Thromboembolism Or Factor Vii Levels (Pleiotropy),Phenotype,Venous Thromboembolism Or Factor Vii Levels (Pleiotropy)
18113,Memory Decline In Normal Cognition,Phenotype,Memory Decline In Normal Cognition
18115,Total Triglycerides Levels (Ukb Data Field 23407),Phenotype,Total Triglycerides Levels (Ukb Data Field 23407)
18117,Cholesterol Levels In Idl,Phenotype,Cholesterol Levels In Idl
18119,Alzheimer’S Disease Polygenic Risk Score (Upper Quantile Vs Lower Quantile),Phenotype,Alzheimer’S Disease Polygenic Risk Score (Upper Quantile Vs Lower Quantile)
18121,1-Oleoyl-Gpg (18:1) Levels In Elite Athletes,Phenotype,1-Oleoyl-Gpg (18:1) Levels In Elite Athletes
18123,Angiopoietin-1 Levels,Phenotype,Angiopoietin-1 Levels
18125,Serum Creatinine Levels,Phenotype,Serum Creatinine Levels
18130,Blood Pressure Traits (Multi-Trait Analysis),Phenotype,Blood Pressure Traits (Multi-Trait Analysis)
18132,Ability To Confide In Someone,Phenotype,Ability To Confide In Someone
18134,Systemic Lupus Erythematosus (Mtag),Phenotype,Systemic Lupus Erythematosus (Mtag)
18136,Egf/Manf Protein Level Ratio,Phenotype,Egf/Manf Protein Level Ratio
18138,Cholesteryl Ester Levels In Ldl,Phenotype,Cholesteryl Ester Levels In Ldl
18143,Medial Orbital Frontal Cortex Volume,Phenotype,Medial Orbital Frontal Cortex Volume
18145,Ceramide (D40:1) Levels,Phenotype,Ceramide (D40:1) Levels
18149,Body Size (Confirmatory Factor Analysis Factor 21),Phenotype,Body Size (Confirmatory Factor Analysis Factor 21)
18153,Cerebrospinal Fluid Amyloid Beta 42 Levels (12 Month Visit),Phenotype,Cerebrospinal Fluid Amyloid Beta 42 Levels (12 Month Visit)
18155,Lipoprotein A Levels (Adjusted For Bmi) X Vegetarianism Interaction,Phenotype,Lipoprotein A Levels (Adjusted For Bmi) X Vegetarianism Interaction
18157,Glycoprotein Acetylation,Phenotype,Glycoprotein Acetylation
18159,Human Milk Oligosaccharide Concentration (Lacto-N-Fucopentaose-I),Phenotype,Human Milk Oligosaccharide Concentration (Lacto-N-Fucopentaose-I)
18161,Baseline Memory,Phenotype,Baseline Memory
18164,Cd209 Antigen Levels,Phenotype,Cd209 Antigen Levels
18166,Cardiovascular Disease In Type 2 Diabetes,Phenotype,Cardiovascular Disease In Type 2 Diabetes
18169,Tonsillectomy,Phenotype,Tonsillectomy
18175,Ipcef1/Txlna Protein Level Ratio,Phenotype,Ipcef1/Txlna Protein Level Ratio
18178,Arachidonate 15-Lipoxygenase B Levels (Alox15B.12422.143.3),Phenotype,Arachidonate 15-Lipoxygenase B Levels (Alox15B.12422.143.3)
18184,Concentration Of Idl Particles,Phenotype,Concentration Of Idl Particles
18186,Asthma (Adult Onset),Phenotype,Asthma (Adult Onset)
18188,Phospholipid Levels In Small Ldl,Phenotype,Phospholipid Levels In Small Ldl
18191,Protein Biomarker,Phenotype,Protein Biomarker
18193,Ldl Cholesterol Levels,Phenotype,Ldl Cholesterol Levels
18200,Programmed Cell Death 1 Ligand 2 Levels,Phenotype,Programmed Cell Death 1 Ligand 2 Levels
18202,Vwf And Fviii Levels,Phenotype,Vwf And Fviii Levels
18207,Cholesterol Esters In Medium Vldl,Phenotype,Cholesterol Esters In Medium Vldl
18209,Colorectal Cancer,Phenotype,Colorectal Cancer
18211,Verbal-Numerical Reasoning,Phenotype,Verbal-Numerical Reasoning
18213,Neuronal Pentraxin-2 Levels,Phenotype,Neuronal Pentraxin-2 Levels
18216,Cerebral Aneurysm,Phenotype,Cerebral Aneurysm
18223,Total Cholesterol Levels (Ukb Data Field 23400),Phenotype,Total Cholesterol Levels (Ukb Data Field 23400)
