FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,FromType,ToType
14746,28517,farnesyltransferase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
27818,28518,glucokinase inhibitor,MoA,Launched,Gene,Chemical_Compound
25645,28522,benzodiazepine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
15774,28522,benzodiazepine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25598,28523,GABA receptor modulator,MoA,Phase 2,Gene,Chemical_Compound
26367,28524,CCK receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
26369,28524,CCK receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
4449,28528,p38 MAPK inhibitor,MoA,Phase 3,Gene,Chemical_Compound
2744,28532,cysteine peptidase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
28534,28535,lysophosphatidic acid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
4204,28536,leucine rich repeat kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25655,28537,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
28538,28539,leukocyte activator,MoA,Phase 2,Gene,Chemical_Compound
28086,28539,leukocyte activator,MoA,Phase 2,Gene,Chemical_Compound
25726,28540,adenosine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
7896,28542,endonuclease inhibitor,MoA,Phase 2,Gene,Chemical_Compound
15946,28542,endonuclease inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12989,28542,endonuclease inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5212,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26178,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25712,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25633,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7392,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12302,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
4171,28543,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25726,28544,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
9810,28544,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25547,28546,dopamine receptor modulator|serotonin receptor antagonist,MoA,Launched,Gene,Chemical_Compound
25554,28546,dopamine receptor modulator|serotonin receptor antagonist,MoA,Launched,Gene,Chemical_Compound
7829,28548,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25665,28548,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
28093,28549,sodium channel blocker,MoA,Phase 1,Gene,Chemical_Compound
15946,28551,glucosidase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25783,28552,melatonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25784,28552,melatonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7292,28553,LXR agonist,MoA,Phase 1,Gene,Chemical_Compound
9476,28553,LXR agonist,MoA,Phase 1,Gene,Chemical_Compound
11708,28553,LXR agonist,MoA,Phase 1,Gene,Chemical_Compound
26919,28553,LXR agonist,MoA,Phase 1,Gene,Chemical_Compound
14109,28553,LXR agonist,MoA,Phase 1,Gene,Chemical_Compound
27610,28554,tryptophan hydroxylase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7284,28555,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
13626,28555,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
9902,28555,LIM kinase inhibitor|rho associated kinase inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25876,28556,cannabinoid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
8086,28558,glycogen synthase kinase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
2774,28559,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
28204,28559,TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26861,28560,glutamate receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
25992,28561,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
25990,28561,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
15548,28561,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
25994,28561,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
8327,28561,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
2774,28562,TGF beta receptor inhibitor,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
25885,28563,FAAH inhibitor|FAAH reuptake inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4449,28564,p38 MAPK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
28538,28565,leukotriene receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
26369,28566,CCK receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
11061,28567,glycine transporter inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7292,28568,androgen receptor modulator,MoA,Phase 2,Gene,Chemical_Compound
28538,28569,leukotriene receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
28086,28569,leukotriene receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
8554,28570,ribosomal protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7517,28571,CHK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7517,28572,CHK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
27818,28573,glucokinase activator,MoA,Phase 2,Gene,Chemical_Compound
7079,28574,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
11600,28575,JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5775,28575,JAK inhibitor,MoA,Phase 2,Gene,Chemical_Compound
10745,28576,MET inhibitor,MoA,Phase 2,Gene,Chemical_Compound
6908,28577,beta-secretase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
11699,28578,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5212,28579,FGFR antagonist,MoA,Phase 1,Gene,Chemical_Compound
25759,28579,FGFR antagonist,MoA,Phase 1,Gene,Chemical_Compound
25760,28579,FGFR antagonist,MoA,Phase 1,Gene,Chemical_Compound
26228,28579,FGFR antagonist,MoA,Phase 1,Gene,Chemical_Compound
25712,28579,FGFR antagonist,MoA,Phase 1,Gene,Chemical_Compound
26369,28580,CCK receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
6908,28581,beta-secretase inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
11481,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7517,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26440,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15365,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25908,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15947,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4449,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9097,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7640,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9637,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6809,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12097,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25846,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2676,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14636,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7247,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7453,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13626,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8554,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4757,28582,DNA dependent protein kinase inhibitor|mTOR inhibitor|phosphodiesterase inhibitor|PI3K inhibitor|PLK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26425,28583,glutamate receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
5876,28584,cathepsin inhibitor,MoA,Phase 1,Gene,Chemical_Compound
9018,28585,RAF inhibitor,MoA,Phase 1,Gene,Chemical_Compound
5450,28585,RAF inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7640,28586,mTOR inhibitor|PI3K inhibitor,MoA,Phase 2,Gene,Chemical_Compound
5999,28587,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14000,28587,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15528,28587,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25553,28588,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25876,28589,cannabinoid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25552,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25553,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25853,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25854,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25554,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
7079,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25555,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25963,28590,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
2774,28591,p38 MAPK inhibitor|TGF beta receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25552,28592,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25553,28592,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25554,28592,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7079,28592,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25992,28593,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
25990,28593,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
15548,28593,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
25994,28593,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
26996,28594,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25596,28595,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
26192,28595,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
27138,28596,ATP-sensitive potassium channel antagonist,MoA,Phase 2,Gene,Chemical_Compound
26183,28597,smoothened receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
27034,28597,smoothened receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
10922,28597,smoothened receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
28598,28599,phospholipase activator,MoA,Preclinical,Gene,Chemical_Compound
14239,28599,phospholipase activator,MoA,Preclinical,Gene,Chemical_Compound
11575,28599,phospholipase activator,MoA,Preclinical,Gene,Chemical_Compound
6524,28599,phospholipase activator,MoA,Preclinical,Gene,Chemical_Compound
4602,28599,phospholipase activator,MoA,Preclinical,Gene,Chemical_Compound
11646,28600,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25598,28604,PPAR receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
10141,28604,PPAR receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25719,28610,cytomegalovirus inhibitor|protein kinase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26058,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28612,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28613,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25684,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26059,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
3464,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28614,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
6064,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
15396,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
3439,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
3521,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28615,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
13508,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28616,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
6244,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
27615,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28617,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28618,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
13470,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
11446,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
28619,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26305,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25602,28611,matrix metalloprotease inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25872,28623,opioid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25655,28624,glutamate receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
26045,28626,glucose dependent insulinotropic receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
28631,28632,NOD like receptor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26294,28633,nociceptin/orphanin FQ receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25551,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25553,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25853,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25554,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7079,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25555,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25962,28634,serotonin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
9941,28635,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
28636,28637,NFkB pathway inhibitor,MoA,Phase 1,Gene,Chemical_Compound
10933,28638,dynamin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25554,28639,serotonin receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
7079,28639,serotonin receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25555,28639,serotonin receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25729,28640,glutamate receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,28641,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25551,28642,serotonin receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
5938,28643,PPAR receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
28647,28648,neurotensin receptor antagonist,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
28458,28648,neurotensin receptor antagonist,MoA,Phase 2/Phase 3,Gene,Chemical_Compound
25849,28652,ATP citrase lyase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26456,28658,potassium channel blocker,MoA,Phase 2,Gene,Chemical_Compound
6599,28659,HMGCR inhibitor,MoA,Launched,Gene,Chemical_Compound
8551,28660,STAT inhibitor,MoA,Phase 3,Gene,Chemical_Compound
15643,28661,MEK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7902,28670,hypoxia inducible factor inhibitor,MoA,Phase 1,Gene,Chemical_Compound
15155,28677,vitamin K,MoA,Phase 2,Gene,Chemical_Compound
3520,28677,vitamin K,MoA,Phase 2,Gene,Chemical_Compound
2720,28677,vitamin K,MoA,Phase 2,Gene,Chemical_Compound
10485,28679,MALT1 inhibitor (JH),MoA,Phase 2,Gene,Chemical_Compound
12989,28686,topoisomerase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
9570,28688,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9941,28688,HDAC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13152,28689,inosine monophosphate dehydrogenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25554,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7079,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25555,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25596,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
26192,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25962,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25963,28694,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7829,28696,cyclooxygenase inhibitor|opioid receptor agonist,MoA,Withdrawn,Gene,Chemical_Compound
10758,28699,Bcr-Abl kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
5820,28699,Bcr-Abl kinase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25573,28700,adrenergic receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25751,28701,immunostimulant,MoA,Phase 2,Gene,Chemical_Compound
6859,28705,acetylcholinesterase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
13040,28707,histamine receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
7591,28712,angiotensin converting enzyme inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7896,28718,DNA repair enzyme inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25592,28726,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25571,28730,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25552,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25553,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25853,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25854,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25554,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
7079,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25555,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25556,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25962,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
25963,28737,anti-HCVE2,MoA,Preclinical,Gene,Chemical_Compound
7829,28743,cyclooxygenase inhibitor,MoA,Launched,Gene,Chemical_Compound
25665,28743,cyclooxygenase inhibitor,MoA,Launched,Gene,Chemical_Compound
6859,28744,acetylcholinesterase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
6599,28747,HMGCR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5938,28749,PARP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25940,28750,estrogen receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
25832,28750,estrogen receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
8970,28751,proteasome inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25571,28752,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
4293,28753,VEGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10745,28753,VEGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12460,28754,PI4K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25992,28756,glutamate receptor modulator,MoA,Phase 2,Gene,Chemical_Compound
27380,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
15539,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25971,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25972,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25617,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25619,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25620,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25973,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
12340,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
12318,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
16027,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
8733,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25858,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
3489,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25860,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
25861,28757,T-type calcium channel blocker,MoA,Withdrawn,Gene,Chemical_Compound
11142,28759,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
4203,28759,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
14160,28759,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
14968,28759,glutamate receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
10141,28762,PPAR receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
7633,28765,monoamine oxidase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
4266,28769,DNA replication inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6708,28769,DNA replication inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26224,28769,DNA replication inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26082,28769,DNA replication inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6859,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25592,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25546,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25547,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25554,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
7079,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25555,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
7020,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25800,28770,serotonin reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
28774,28775,MRE11A exonuclease inhibitor,MoA,Preclinical,Gene,Chemical_Compound
28780,28781,antitumor agent,MoA,Phase 2,Gene,Chemical_Compound
25876,28787,cannabinoid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
15875,28788,niacin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25697,28788,niacin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7292,28789,androgen receptor modulator,MoA,Phase 2,Gene,Chemical_Compound
26456,28790,CC chemokine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
28385,28791,glucagon receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
5030,28792,WEE1 kinase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11481,28793,AKT inhibitor,MoA,Phase 2,Gene,Chemical_Compound
3613,28793,AKT inhibitor,MoA,Phase 2,Gene,Chemical_Compound
12367,28793,AKT inhibitor,MoA,Phase 2,Gene,Chemical_Compound
6190,28794,TRPV antagonist,MoA,Phase 2,Gene,Chemical_Compound
5212,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25759,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25760,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
26178,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25632,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
26179,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
25712,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
26477,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
10745,28795,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
