FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication,FromType,ToType
5948,27639,angiotensin receptor antagonist,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
26251,27640,5 alpha reductase inhibitor,MoA,Launched,endocrinology,androgenetic alopecia,Gene,Chemical_Compound
9931,27640,5 alpha reductase inhibitor,MoA,Launched,endocrinology,androgenetic alopecia,Gene,Chemical_Compound
26253,27640,5 alpha reductase inhibitor,MoA,Launched,endocrinology,androgenetic alopecia,Gene,Chemical_Compound
27071,27641,immunosuppressant|sphingosine 1-phosphate receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis,Gene,Chemical_Compound
27642,27641,immunosuppressant|sphingosine 1-phosphate receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis,Gene,Chemical_Compound
25665,27645,cyclooxygenase inhibitor,MoA,Launched,rheumatology,osteoarthritis,Gene,Chemical_Compound
25592,27654,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|interstitial cystitis (IC)|urethritis|prostatitis,Gene,Chemical_Compound
25593,27654,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|interstitial cystitis (IC)|urethritis|prostatitis,Gene,Chemical_Compound
26120,27655,sodium channel blocker,MoA,Launched,cardiology,ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias,Gene,Chemical_Compound
25954,27655,sodium channel blocker,MoA,Launched,cardiology,ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias,Gene,Chemical_Compound
25662,27655,sodium channel blocker,MoA,Launched,cardiology,ventricular tachycardia (VT)|atrial fibrillation (AF)|ventricular arrhythmias,Gene,Chemical_Compound
12989,27656,topoisomerase inhibitor,MoA,Launched,infectious disease|gastroenterology,gonorrhea|enteritis|diarrhea|respiratory tract infections,Gene,Chemical_Compound
25549,27657,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
25551,27657,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
25554,27657,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
7829,27659,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
25665,27659,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
25551,27660,serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,spasms,Gene,Chemical_Compound
14652,27661,DNA synthesis inhibitor,MoA,Launched,oncology,colorectal cancer,Gene,Chemical_Compound
7762,27662,tubulin polymerization inhibitor,MoA,Launched,infectious disease,gastrointestinal parasites,Gene,Chemical_Compound
6034,27663,sterol demethylase inhibitor,MoA,Launched,infectious disease,esophageal candidiasis|meningitis,Gene,Chemical_Compound
14831,27664,other antifungal,MoA,Launched,infectious disease,bacterial septicemia|endocarditis|urinary tract infections|meningitis,Gene,Chemical_Compound
10515,27665,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
14769,27665,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
5836,27665,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
7850,27665,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
26886,27665,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
5836,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
26901,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
9232,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
7850,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
26886,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
10281,27666,ribonucleotide reductase inhibitor,MoA,Launched,hematologic malignancy,chronic lymphocytic leukemia (CLL),Gene,Chemical_Compound
14109,27668,glucocorticoid receptor agonist,MoA,Launched,infectious disease|dermatology,skin infections|psoriasis,Gene,Chemical_Compound
25810,27668,glucocorticoid receptor agonist,MoA,Launched,infectious disease|dermatology,skin infections|psoriasis,Gene,Chemical_Compound
25598,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25640,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25641,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25600,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25642,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25643,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25644,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25645,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
15774,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25646,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
6289,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25647,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25648,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25649,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25650,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
25651,27672,benzodiazepine receptor antagonist,MoA,Launched,neurology/psychiatry,sedative,Gene,Chemical_Compound
14109,27673,glucocorticoid receptor agonist,MoA,Launched,otolaryngology|infectious disease|dermatology,otitis|ear infections|corticosteroid-responsive dermatoses,Gene,Chemical_Compound
26804,27673,glucocorticoid receptor agonist,MoA,Launched,otolaryngology|infectious disease|dermatology,otitis|ear infections|corticosteroid-responsive dermatoses,Gene,Chemical_Compound
14109,27674,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
25810,27674,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
25617,27675,calcium channel blocker,MoA,Launched,neurology/psychiatry|cardiology,migraine headache|vertigo|peripheral artery disease (PAD),Gene,Chemical_Compound
25619,27675,calcium channel blocker,MoA,Launched,neurology/psychiatry|cardiology,migraine headache|vertigo|peripheral artery disease (PAD),Gene,Chemical_Compound
25620,27675,calcium channel blocker,MoA,Launched,neurology/psychiatry|cardiology,migraine headache|vertigo|peripheral artery disease (PAD),Gene,Chemical_Compound
8517,27675,calcium channel blocker,MoA,Launched,neurology/psychiatry|cardiology,migraine headache|vertigo|peripheral artery disease (PAD),Gene,Chemical_Compound
13040,27675,calcium channel blocker,MoA,Launched,neurology/psychiatry|cardiology,migraine headache|vertigo|peripheral artery disease (PAD),Gene,Chemical_Compound
14109,27676,cytochrome P450 inhibitor,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
14109,27677,glucocorticoid receptor agonist,MoA,Launched,dermatology,seborrheic dermatitis,Gene,Chemical_Compound
25810,27677,glucocorticoid receptor agonist,MoA,Launched,dermatology,seborrheic dermatitis,Gene,Chemical_Compound
14109,27678,glucocorticoid receptor agonist,MoA,Launched,dermatology,seborrheic dermatitis|eczema,Gene,Chemical_Compound
25810,27678,glucocorticoid receptor agonist,MoA,Launched,dermatology,seborrheic dermatitis|eczema,Gene,Chemical_Compound
10922,27678,glucocorticoid receptor agonist,MoA,Launched,dermatology,seborrheic dermatitis|eczema,Gene,Chemical_Compound
14109,27680,glucocorticoid receptor agonist,MoA,Launched,ophthalmology,eye inflammation,Gene,Chemical_Compound
27380,27682,selective serotonin reuptake inhibitor (SSRI),MoA,Launched,neurology/psychiatry,depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder,Gene,Chemical_Compound
7079,27682,selective serotonin reuptake inhibitor (SSRI),MoA,Launched,neurology/psychiatry,depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder,Gene,Chemical_Compound
25800,27682,selective serotonin reuptake inhibitor (SSRI),MoA,Launched,neurology/psychiatry,depression|obsessive compulsive disorder (OCD)|bulimia nervosa|panic disorders|bipolar disorder,Gene,Chemical_Compound
25573,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25592,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25546,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25547,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25548,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25550,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
25554,27683,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia|depression,Gene,Chemical_Compound
8517,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25546,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25547,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25550,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
13040,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25554,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25962,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25963,27684,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25547,27685,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25552,27685,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25855,27685,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25541,27686,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
27138,27686,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
25965,27686,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
7829,27688,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis,Gene,Chemical_Compound
25665,27688,cyclooxygenase inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis|osteoarthritis,Gene,Chemical_Compound
27277,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25547,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
13040,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25551,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25553,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25853,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25554,27690,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
6024,27691,androgen receptor antagonist,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
7292,27691,androgen receptor antagonist,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
14109,27692,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
12016,27692,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
25835,27692,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
8365,27692,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
6599,27693,HMGCR inhibitor,MoA,Launched,endocrinology|cardiology,hypercholesterolemia|congenital heart defects,Gene,Chemical_Compound
25800,27694,selective serotonin reuptake inhibitor (SSRI),MoA,Launched,neurology/psychiatry,obsessive compulsive disorder (OCD),Gene,Chemical_Compound
27695,27696,folate receptor ligand,MoA,Launched,hematology,megaloblastic anemia,Gene,Chemical_Compound
27697,27696,folate receptor ligand,MoA,Launched,hematology,megaloblastic anemia,Gene,Chemical_Compound
10523,27696,folate receptor ligand,MoA,Launched,hematology,megaloblastic anemia,Gene,Chemical_Compound
9813,27696,folate receptor ligand,MoA,Launched,hematology,megaloblastic anemia,Gene,Chemical_Compound
26938,27698,alcohol dehydrogenase inhibitor,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
6587,27698,alcohol dehydrogenase inhibitor,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
26800,27698,alcohol dehydrogenase inhibitor,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
3984,27698,alcohol dehydrogenase inhibitor,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
4529,27698,alcohol dehydrogenase inhibitor,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
14011,27699,coagulation factor inhibitor,MoA,Launched,hematology,deep vein thrombosis (DVT),Gene,Chemical_Compound
27700,27699,coagulation factor inhibitor,MoA,Launched,hematology,deep vein thrombosis (DVT),Gene,Chemical_Compound
25940,27702,aromatase inhibitor,MoA,Launched,oncology,breast cancer,Gene,Chemical_Compound
25804,27704,adrenergic receptor agonist,MoA,Launched,pulmonary,asthma|chronic obstructive pulmonary disease (COPD)|bronchospasm,Gene,Chemical_Compound
10635,27705,purinergic receptor antagonist,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
12473,27708,tachykinin antagonist,MoA,Launched,gastroenterology,nausea|vomiting,Gene,Chemical_Compound
11393,27711,synthetic estrogen,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
25625,27711,synthetic estrogen,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
7829,27712,phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
25665,27712,phosphodiesterase inhibitor,MoA,Launched,neurology/psychiatry,pain relief,Gene,Chemical_Compound
7591,27713,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension|congestive heart failure,Gene,Chemical_Compound
7591,27714,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
25662,27715,sodium channel blocker,MoA,Launched,neurology/psychiatry,epilepsy|seizures,Gene,Chemical_Compound
26317,27716,SYK inhibitor,MoA,Launched,hematology,chronic immune thrombocytopenia (ITP),Gene,Chemical_Compound
25551,27724,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache,Gene,Chemical_Compound
25552,27724,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache,Gene,Chemical_Compound
25553,27724,serotonin receptor agonist,MoA,Launched,neurology/psychiatry,migraine headache,Gene,Chemical_Compound
25712,27725,VEGFR inhibitor,MoA,Launched,oncology,colorectal cancer,Gene,Chemical_Compound
14652,27726,thymidylate synthase inhibitor,MoA,Launched,oncology,colorectal cancer,Gene,Chemical_Compound
11393,27727,estrogen receptor antagonist,MoA,Launched,oncology,breast cancer,Gene,Chemical_Compound
25625,27727,estrogen receptor antagonist,MoA,Launched,oncology,breast cancer,Gene,Chemical_Compound
5193,27727,estrogen receptor antagonist,MoA,Launched,oncology,breast cancer,Gene,Chemical_Compound
11461,27728,methionine aminopeptidase inhibitor,MoA,Launched,infectious disease,microsporidiosis,Gene,Chemical_Compound
25676,27733,diuretic,MoA,Launched,cardiology|rheumatology,edema|hypertension|congestive heart failure|nephrotic syndrome,Gene,Chemical_Compound
26551,27733,diuretic,MoA,Launched,cardiology|rheumatology,edema|hypertension|congestive heart failure|nephrotic syndrome,Gene,Chemical_Compound
5054,27733,diuretic,MoA,Launched,cardiology|rheumatology,edema|hypertension|congestive heart failure|nephrotic syndrome,Gene,Chemical_Compound
4742,27733,diuretic,MoA,Launched,cardiology|rheumatology,edema|hypertension|congestive heart failure|nephrotic syndrome,Gene,Chemical_Compound
8041,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27739,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25778,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
15539,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25971,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27740,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25972,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25617,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25619,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25620,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25973,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
7440,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25953,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27741,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27742,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
12340,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
12318,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
16027,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
8733,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27277,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27743,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27744,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27745,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27746,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27747,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27748,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
27749,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25652,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
11142,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
4203,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
14160,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
14968,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25653,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25654,27738,calcium channel blocker,MoA,Launched,infectious disease|neurology/psychiatry,virus herpes simplex (HSV)|shingles|seizures|restless leg syndrome,Gene,Chemical_Compound
25617,27750,adrenergic receptor agonist,MoA,Launched,neurology/psychiatry,restless leg syndrome|postherpetic neuralgia,Gene,Chemical_Compound
26615,27752,serine protease inhibitor,MoA,Launched,gastroenterology,pancreatitis,Gene,Chemical_Compound
27753,27752,serine protease inhibitor,MoA,Launched,gastroenterology,pancreatitis,Gene,Chemical_Compound
12790,27758,contrast agent,MoA,Launched,radiology,contrast agent,Gene,Chemical_Compound
6859,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
7382,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25746,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
26782,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25691,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25582,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25584,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27760,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27083,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25571,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27761,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27762,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25866,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27763,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27084,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27764,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
11504,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
27765,27759,acetylcholinesterase inhibitor,MoA,Launched,neurology/psychiatry,senile dementia,Gene,Chemical_Compound
25593,27767,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant,Gene,Chemical_Compound
25746,27767,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,muscle relaxant,Gene,Chemical_Compound
8502,27769,L-type calcium channel blocker,MoA,Launched,cardiology,hypertension|cardiac arrythmia,Gene,Chemical_Compound
12989,27778,topoisomerase inhibitor,MoA,Launched,infectious disease,respiratory tract infections,Gene,Chemical_Compound
12907,27794,EGFR inhibitor,MoA,Launched,oncology,non-small cell lung cancer (NSCLC),Gene,Chemical_Compound
13437,27796,ribonucleotide reductase inhibitor,MoA,Launched,oncology,ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer,Gene,Chemical_Compound
7850,27796,ribonucleotide reductase inhibitor,MoA,Launched,oncology,ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer,Gene,Chemical_Compound
26886,27796,ribonucleotide reductase inhibitor,MoA,Launched,oncology,ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer,Gene,Chemical_Compound
14652,27796,ribonucleotide reductase inhibitor,MoA,Launched,oncology,ovarian cancer|breast cancer|non-small cell lung cancer (NSCLC)|pancreatic cancer,Gene,Chemical_Compound
7449,27798,lipoprotein lipase activator,MoA,Launched,endocrinology|cardiology,hyperlipidemia|coronary heart disease,Gene,Chemical_Compound
8337,27798,lipoprotein lipase activator,MoA,Launched,endocrinology|cardiology,hyperlipidemia|coronary heart disease,Gene,Chemical_Compound
25975,27798,lipoprotein lipase activator,MoA,Launched,endocrinology|cardiology,hyperlipidemia|coronary heart disease,Gene,Chemical_Compound
25976,27798,lipoprotein lipase activator,MoA,Launched,endocrinology|cardiology,hyperlipidemia|coronary heart disease,Gene,Chemical_Compound
27799,27798,lipoprotein lipase activator,MoA,Launched,endocrinology|cardiology,hyperlipidemia|coronary heart disease,Gene,Chemical_Compound
